Saffron Detection Run — 20260525_223847
Mode            : real
Scenes          : 1111
Total detected  : 6323
Mean detected   : 5.7
Mean avg score  : 0.4173
Highest score   : 0.7959
Best scene      : Image_151_jpg.rf.spV9r9WrtXpibKOiJoFo.jpg
Threshold       : 0.45
Ensemble weights: RF=0.35, CNN=0.35, HSV=0.2, Depth=0.1

Scene                             Det   AvgScore   MaxScore
  Image_140_jpg.rf.Slc3QMk0OqW      0     0.0000     0.0000
  Image_141_jpg.rf.ni5cZFE4NmW      9     0.6353     0.7050
  Image_142_jpg.rf.y4CHTtI6ZZw      1     0.5201     0.5201
  Image_143_jpg.rf.kTlQ1Ng0OYi      1     0.5043     0.5043
  Image_144_jpg.rf.jvJzGg5Npao      0     0.0000     0.0000
  Image_145_jpg.rf.Bkrti4cBNdj      1     0.5031     0.5031
  Image_146_jpg.rf.SFDE7joghml      2     0.5742     0.5782
  Image_147_jpg.rf.0ObOLmbo8kC      2     0.5942     0.6290
  Image_148_jpg.rf.MtqxdZ5CMCs      7     0.5032     0.5329
  Image_149_jpg.rf.ZdJSVGJdqhC      1     0.4597     0.4597
  Image_14_jpg.rf.ehPRFk4J6seb      0     0.0000     0.0000
  Image_150_jpg.rf.M97gRHcPskN     13     0.5659     0.6659
  Image_151_jpg.rf.spV9r9WrtXp     47     0.5642     0.5871
  Image_152_jpg.rf.DW6uvb1xgq0      1     0.5371     0.5371
  Image_153_jpg.rf.BAALrGntehK     20     0.6576     0.6994
  Image_154_jpg.rf.3ZMwsHLPlwF      0     0.0000     0.0000
  Image_155_jpg.rf.ST5Tqojx883      2     0.5684     0.5717
  Image_156_jpg.rf.y2wjGqwGi7J      0     0.0000     0.0000
  Image_157_jpg.rf.1Cq4R4UGIHv      3     0.5472     0.5777
  Image_158_jpg.rf.ecWDu0q9rGt      1     0.6074     0.6074
  Image_159_jpg.rf.wSbDGELQOQ7      2     0.5728     0.6778
  Image_15_jpg.rf.OvOxW6zz53Qp      4     0.5769     0.6030
  Image_162_jpg.rf.yUQ84eFTqs6      0     0.0000     0.0000
  Image_164_jpg.rf.kuFqHoxps1M      0     0.0000     0.0000
  Image_166_jpg.rf.XPzfgXFnDop      0     0.0000     0.0000
  Image_167_jpg.rf.MyMNMHommcC      3     0.5532     0.5585
  Image_168_jpg.rf.uLPwoI2B0kk     17     0.5285     0.5607
  Image_169_jpg.rf.ggubZ3lyn5q      0     0.0000     0.0000
  Image_170_jpg.rf.LGw47Jirt7I      0     0.0000     0.0000
  Image_171_jpg.rf.HQZ54VkNdRU      0     0.0000     0.0000
  Image_175_jpg.rf.DdTNjjamWcb      0     0.0000     0.0000
  Image_176_jpg.rf.xesUBjlDMMK      1     0.6215     0.6215
  Image_179_jpg.rf.wxygTRdYO03     11     0.5405     0.6244
  Image_180_jpg.rf.oMpfWrAou7K      0     0.0000     0.0000
  Image_183_jpg.rf.3HO1hQ0SyOT     20     0.5730     0.6544
  Image_184_jpg.rf.vjfq6s8WXdb      5     0.5256     0.5823
  Image_185_jpeg.rf.dwxAVnlq8b      4     0.6235     0.6859
  Image_186_jpeg.rf.ZSxGWOwOuQ      1     0.7805     0.7805
  Image_187_jpeg.rf.TiyNJ4LfaL      4     0.5327     0.5565
  Image_188_jpeg.rf.C65t7LAorG      0     0.0000     0.0000
  Image_18_jpg.rf.usFw676F2MBA      0     0.0000     0.0000
  Image_190_jpg.rf.n365YMJxvzH      2     0.5106     0.5245
  Image_192_jpg.rf.NSNrUGsot62      4     0.5380     0.5657
  Image_19_jpg.rf.t7JDYRW2yrkB      1     0.5126     0.5126
  Image_1_jpg.rf.gD9dzMKnzFQzr      1     0.4575     0.4575
  Image_21_jpg.rf.o2ayPYpM69ty      5     0.5404     0.5782
  Image_23_png.rf.hWWVEyFDB38l      0     0.0000     0.0000
  Image_25_jpg.rf.aqiILRfL3tuI      0     0.0000     0.0000
  Image_26_jpg.rf.YZxCt7z44opW      0     0.0000     0.0000
  Image_27_jpg.rf.r0JOO5SzaEdO      3     0.5491     0.5534
  Image_28_jpg.rf.8gHCiQGJUD5U      4     0.5770     0.6326
  Image_29_jpg.rf.VN3BcILHKoey      0     0.0000     0.0000
  Image_2_jpg.rf.toh0DLHBhMdjK     11     0.5242     0.5569
  Image_30_jpg.rf.yrLsPn66Erh6      4     0.6049     0.7172
  Image_31_jpg.rf.1vLr8eSZ2pxI      4     0.5735     0.6458
  Image_32_jpg.rf.RZSkQGVkk8We      5     0.6414     0.7389
  Image_33_jpg.rf.241sTsfBOrQK      8     0.5229     0.5596
  Image_35_jpg.rf.dUEj4O40emFR      0     0.0000     0.0000
  Image_36_jpg.rf.fnSHzQWmbZWS     27     0.6267     0.6892
  Image_37_jpg.rf.2doXht8Hnoft      8     0.5334     0.5882
  Image_39_jpg.rf.w902xaqiEQdZ      1     0.5267     0.5267
  Image_44_jpg.rf.1pRepM76cR1q      2     0.5556     0.5704
  Image_48_jpg.rf.bhcJZsKEhY32      0     0.0000     0.0000
  Image_49_jpg.rf.1rJoDLWhawyS      2     0.4632     0.4638
  Image_4_jpg.rf.XfEqsH3GY7y7H      1     0.4720     0.4720
  Image_50_jpg.rf.pI0uvxZBQTeU      2     0.5745     0.5775
  Image_51_jpg.rf.vCAGwnPcaKM0      0     0.0000     0.0000
  Image_52_jpg.rf.uv5p088Sqorb      3     0.6457     0.7499
  Image_53_jpg.rf.LFoiY7c7h3MQ      6     0.5928     0.6296
  Image_54_jpg.rf.dhcvambmtkLa     19     0.6182     0.7204
  Image_55_jpg.rf.nwKrZV8MbMam      3     0.5166     0.5905
  Image_56_jpg.rf.uqCS51CN4wqj     40     0.5812     0.6815
  Image_57_jpg.rf.6FmR5uzRPXWG     14     0.5328     0.6194
  Image_58_jpg.rf.FR6Xg5WbuHzy      7     0.5971     0.6324
  Image_59_jpg.rf.7RYvHldg2nzx      5     0.5380     0.6099
  Image_5_jpg.rf.54SzRrjIeThNI      6     0.5042     0.5371
  Image_60_jpg.rf.u2gPTif2eqE9      6     0.5875     0.6432
  Image_61_jpg.rf.y8Z48ld2GEBT      9     0.6402     0.6748
  Image_62_jpg.rf.IymscFev6WtC      2     0.4941     0.5153
  Image_63_png.rf.tGRzccDEQOLH      8     0.5595     0.5843
  Image_64_jpg.rf.LCGykKX0paWN      0     0.0000     0.0000
  Image_65_jpg.rf.53yC1r3n9j6y      4     0.5610     0.6120
  Image_66_jpg.rf.DpWmagKArgwT      0     0.0000     0.0000
  Image_67_jpg.rf.OSPZTDKSbJqv      1     0.5745     0.5745
  Image_68_jpg.rf.l9aBlIA48dLB      1     0.5892     0.5892
  Image_69_jpg.rf.PVldWnedl7ux      0     0.0000     0.0000
  Image_6_jpg.rf.D3OJWaTLDuN7S      1     0.4548     0.4548
  Image_70_jpg.rf.cQn3NhZy1mT5      2     0.4965     0.5322
  Image_72_jpg.rf.M0Vdx6wBGtwb     22     0.5444     0.5956
  Image_73_jpg.rf.owqHgE3tESo9      1     0.6508     0.6508
  Image_74_jpg.rf.ow9gicGAwVsn      3     0.5957     0.6188
  Image_75_jpg.rf.lZeDQMmJPOB9      2     0.5147     0.5447
  Image_77_jpg.rf.4gnIpBpZ5IUT      6     0.5235     0.5825
  Image_78_jpg.rf.xjJ0NJhgdkIY     14     0.4951     0.6758
  Image_79_jpg.rf.nN4FptNMqyT8      3     0.5412     0.6128
  Image_7_jpg.rf.VusjWGOBbJQYA     26     0.5427     0.6206
  Image_80_jpg.rf.bKWEe5HCRikI     25     0.5751     0.6868
  Image_81_jpg.rf.32nwhMNp0Rbt      5     0.5055     0.5454
  Image_82_jpg.rf.pVeDURFrd0Ls      1     0.4661     0.4661
  Image_83_jpg.rf.HQizh8HfNFSW      1     0.5905     0.5905
  Image_84_jpg.rf.Zi4P8kDunpve      1     0.4750     0.4750
  Image_85_jpg.rf.hUW5PZFveHvE      8     0.4684     0.5083
  Image_86_jpg.rf.ucKcPON2jlBm      2     0.5811     0.5853
  Image_87_jpg.rf.PJWIGSFcD5QZ     11     0.5509     0.6245
  Image_88_jpg.rf.KdgKOCbfrmOu      0     0.0000     0.0000
  Image_8_jpg.rf.I5oi9GdhigCdM     18     0.5455     0.6773
  Image_90_jpg.rf.RfvVQVoWLM2N      0     0.0000     0.0000
  Image_91_jpg.rf.F2Nn36Y4fwaT      5     0.5741     0.6092
  Image_92_jpg.rf.Of3lo3RFQLAO      2     0.5533     0.6098
  Image_93_jpg.rf.qyUtj8W0BL9B     18     0.5476     0.6051
  Image_94_jpg.rf.Fy6LPeYvz4CL      4     0.5464     0.5805
  Image_95_jpg.rf.SiKeIrCcvJDw      8     0.5725     0.6005
  Image_96_jpg.rf.KTVPUT18ftuu      0     0.0000     0.0000
  Image_97_jpg.rf.NkdipCVKyocW      0     0.0000     0.0000
  Image_9_jpg.rf.hTPePfzHQZhu5     20     0.5772     0.6423
  Is_Saffron_More_Expensive_Th      1     0.4951     0.4951
  Pure_Saffron_webp.rf.UUkUQ7b      2     0.5685     0.5758
  Saffron-crocus-bloom-stigmas      8     0.5159     0.5531
  Saffron_Flower_2_pixabay_098     17     0.5123     0.5657
  Saffron_Plant_saffron_crocus      6     0.5028     0.5273
  U0WCfc2XbOtFjZUQFDfa6oYEaWMS      4     0.5992     0.6296
  V0rJjvdQrA4Y02ZlTJFW9rHHMnMk      2     0.5725     0.5894
  XB055_450x_webp.rf.3RlwtoNOL      3     0.4784     0.5151
  Z-CRO-08_jpg.rf.4jFdazbO22gG      2     0.5257     0.5258
  a-purple-saffron-flower-croc      0     0.0000     0.0000
  a-single-tender-saffron-flow      9     0.5361     0.6544
  a0d36be568d662c4869ce5469fd8      0     0.0000     0.0000
  a2e79a8e6629c59adfd4bc2cbe46      6     0.5280     0.5861
  abcdef1.jpg                      15     0.5473     0.6223
  abcdef2.jpg                       6     0.6162     0.7052
  abcdef3.jpg                       0     0.0000     0.0000
  abcdef4.jpg                      10     0.5852     0.6750
  abcdef5.jpg                       8     0.5237     0.5559
  acd8f9e8821defeaa18850c312f2     29     0.5162     0.6064
  adc9666bce53bef67d5412ff3b86      6     0.4976     0.5406
  autumn-crocus-3661690__340_j      0     0.0000     0.0000
  autumn-crocus-5626735__340_j      2     0.4964     0.5029
  autumn-crocus-5626735__340_j      2     0.4964     0.5029
  b1254d7be60fecece97817291c1a      0     0.0000     0.0000
  b1a122f41058b231ffbbb460a4dd      4     0.5294     0.5557
  b2af22f730fe920c428bcb733be8      1     0.4542     0.4542
  b3569950fc8a4c8afa048e025b0e      5     0.5197     0.5318
  b5a2db04bd33e701efd8f047d40e      2     0.5413     0.6009
  b6330ed4-9307-4dec-bba4-2539      4     0.5268     0.5567
  ba887462b31cfa4b0a2a0ad6461b      0     0.0000     0.0000
  bafc56e0039cd58877583828253c      0     0.0000     0.0000
  bb7b49c76accc879c47cf359028d      0     0.0000     0.0000
  bc0e33e9623ce11796ffde89ee68      0     0.0000     0.0000
  bc2e4395e299d54fb1703e684aa1      0     0.0000     0.0000
  beautiful-saffron-flowers-fi      5     0.5156     0.5355
  c7204c4d1406d33686d699215011      4     0.5189     0.5252
  c9236ccb74aa4b671b9b6fe7352a      0     0.0000     0.0000
  close-up-saffron-flowers-flo      2     0.4850     0.5046
  crocus-4073076__340_jpg.rf.k      4     0.5236     0.5682
  crocus-4073076__340_jpg.rf.o      4     0.5236     0.5682
  crocus-4878623__340_jpg.rf.1     22     0.5651     0.7111
  crocus-4878623__340_jpg.rf.R     20     0.5506     0.6949
  crocus-4878639__340_jpg.rf.n     22     0.5367     0.7040
  crocus-4878639__340_jpg.rf.y     23     0.5322     0.7041
  crocus-4896815__340--1-_jpg.     38     0.5478     0.6990
  crocus-4896815__340--1-_jpg.     41     0.5497     0.6984
  crocus-4918148__340_jpg.rf.9     41     0.5556     0.6659
  crocus-675490__340_jpg.rf.PB      0     0.0000     0.0000
  crocus-675490__340_jpg.rf.pv      0     0.0000     0.0000
  crocus-675492__340_jpg.rf.Hw      8     0.5003     0.5271
  crocus-675492__340_jpg.rf.Px      8     0.5002     0.5277
  crocus-sativus-saffron-crocu      3     0.5120     0.5621
  crocussativus_jpg.rf.kdjMopD      5     0.4915     0.5537
  d05da2d47493b44d41047e0a12cd      9     0.5572     0.6326
  d4e7266e9d0572647f4d25862aa1      5     0.5818     0.6399
  d7cc4c1a7f04af4aee901fdb5ebe      1     0.4509     0.4509
  d8ec9a5aec3dff998e4a555653a6      0     0.0000     0.0000
  depositphotos_4160941-stock-      0     0.0000     0.0000
  depositphotos_424504712-stoc      2     0.4825     0.4892
  depositphotos_4321438-stock-      0     0.0000     0.0000
  depositphotos_4557488-stock-      0     0.0000     0.0000
  depositphotos_57308167-stock     18     0.4965     0.5621
  depositphotos_57846159-stock      0     0.0000     0.0000
  dfagdf_jpg.rf.bnkIe0G57yf9hg      1     0.5028     0.5028
  dfc9f15e563b3396beff52dc42b4      0     0.0000     0.0000
  dffdgfdg_jpg.rf.Zc8RddZbuzmz      1     0.4846     0.4846
  dfgdfg_jpg.rf.F0lvKqv1N0JIcb      0     0.0000     0.0000
  dfgfdgdf_jpg.rf.0E01j3l3luDh      0     0.0000     0.0000
  dgbf_jpg.rf.ykqMxVUj7GQhwbM9     11     0.5522     0.6331
  dghn_jpg.rf.qdc4KZ7gJsDftCEd      2     0.4767     0.4875
  dghnbfxv_jpg.rf.jASFnIbHG1Qp      0     0.0000     0.0000
  dghnf_jpg.rf.oqWKlIEX0TJJxr7      3     0.5365     0.6067
  dghnfbxv_jpg.rf.kptm9L2G0P9G      0     0.0000     0.0000
  dhgn_jpg.rf.HsRhrJIUAAsPZ342      1     0.5970     0.5970
  dhgnfbx_jpg.rf.OMgcHMub2G3y2      8     0.5582     0.6137
  download--1-_jpg.rf.SEdt5ZIA      1     0.4839     0.4839
  download--10-_jpg.rf.kGuNN8g      1     0.4777     0.4777
  download--12-_jpg.rf.pKO33BH      1     0.4761     0.4761
  download--13-_jpg.rf.FJKwdC2      2     0.5444     0.5454
  download--14-_jpg.rf.kJfRQSt      3     0.5552     0.6052
  download--15-_jpg.rf.uOHmgZV      6     0.5073     0.5619
  download--16-_jpg.rf.LNeBFXJ     10     0.5008     0.5452
  download--17-_jpg.rf.mZFeSGZ     12     0.5828     0.6222
  download--18-_jpg.rf.NNjEgLN      0     0.0000     0.0000
  download--2-_jpg.rf.N6qknv8W      3     0.5365     0.5855
  download--21-_jpg.rf.FlUiNIm      0     0.0000     0.0000
  download--24-_jpg.rf.mApQw0g      2     0.6027     0.6579
  download--26-_jpg.rf.hqDRw6n      6     0.5604     0.6245
  download--28-_jpg.rf.qBMahJk      1     0.5052     0.5052
  download--8-_jpg.rf.AJzBMVLc      0     0.0000     0.0000
  download_webp.rf.rOmrQxhveTQ      3     0.4735     0.5083
  drtmsaffroncrocusa_webp.rf.y      3     0.5410     0.5522
  e174da79d2cebf1af28882909f40      0     0.0000     0.0000
  e3600af76276d89387e81207c36e      6     0.5659     0.6238
  e3c0b069ca73ffce30df030a9d01      1     0.5242     0.5242
  e5d5bec75b05a126b6ba85189fc1      3     0.5019     0.5285
  ea5fa6662837bec05a270b91531f      0     0.0000     0.0000
  ed80900a41c9212239685383d61b      4     0.5130     0.5392
  ergerg_jpg.rf.l6EB2WyZWN2mJN      2     0.4889     0.5236
  ergregr_jpg.rf.zv4JA76boXL2T      0     0.0000     0.0000
  f1d422b206952cbe2a6f3b5d1541      0     0.0000     0.0000
  f2ea4c26946a449b312421e2c749      2     0.5273     0.5285
  fdgdfda_jpg.rf.2YUcScO3zhkcj      0     0.0000     0.0000
  flower-4051007__340_jpg.rf.A      3     0.5026     0.5202
  flowers-6143044__340_jpg.rf.      7     0.5432     0.6345
  flowers-6143044__340_jpg.rf.      7     0.5483     0.6338
  gdagfg_jpg.rf.aQo62gaKh5HkJe      0     0.0000     0.0000
  gdfgdag_jpg.rf.fVcB2PLxWBts7     12     0.5241     0.5598
  gdhn_jpg.rf.H5G3cERCRIcZx9It      1     0.5872     0.5872
  ghdnbf_jpg.rf.TD45GVHfeH0LvY      2     0.5290     0.5810
  ghndbfvd_jpg.rf.DFeQHQ3U81HX      1     0.4570     0.4570
  gratis-png-azafran-de-otono-      0     0.0000     0.0000
  h44pxj3wids21_jpg.rf.g0TKhQg      1     0.6485     0.6485
  hdnf_jpg.rf.DPIWFppUEvLbXIMW      5     0.5271     0.5613
  hdngfb_jpg.rf.EOHCcK5NgimWoo      2     0.5137     0.5167
  hfgd_jpg.rf.bce2gPvErYYEqqPD      3     0.5082     0.5413
  hgdn_jpg.rf.j70LbB5juiWovFNe      3     0.5536     0.5847
  hgndf_jpg.rf.CIS5H1Z7qcHcp9T     13     0.5730     0.6199
  hrgfda_jpg.rf.I09g3WyEIsTTUy      1     0.5424     0.5424
  htygrs_jpg.rf.npn0IeJtDnAbzq      2     0.5502     0.5565
  iStock-1456843284-how-to-gro      1     0.5392     0.5392
  il_570xN-2999244286_mvac_web      0     0.0000     0.0000
  images---2022-08-07T114843-9      7     0.5119     0.5513
  images---2022-08-07T114844-0     21     0.6067     0.6685
  images---2022-08-07T114844-1      3     0.5072     0.5467
  images---2022-08-07T114844-2     18     0.5349     0.6192
  images---2022-08-07T114844-2     12     0.5652     0.6521
  images---2022-08-07T114844-2      1     0.5194     0.5194
  images---2022-08-07T114844-3      2     0.6224     0.6658
  images---2022-08-07T114844-3      5     0.5992     0.6484
  images---2022-08-07T114844-3      1     0.4945     0.4945
  images---2022-08-07T114844-4     10     0.5592     0.6144
  images---2022-08-07T114844-4      1     0.4525     0.4525
  images---2022-08-07T114844-4      0     0.0000     0.0000
  images---2022-08-07T114844-5      0     0.0000     0.0000
  images---2022-08-07T114844-6      2     0.5550     0.5597
  images---2022-08-07T114844-6      5     0.5535     0.6278
  images---2022-08-07T114844-7      2     0.5636     0.5806
  images---2022-08-07T114844-7     12     0.5786     0.6345
  images---2022-08-07T114844-7      8     0.5406     0.6073
  images---2022-08-07T114844-8      4     0.5661     0.6451
  images---2022-08-07T114844-8      0     0.0000     0.0000
  images---2022-08-07T114844-9      2     0.5864     0.6458
  images---2022-08-07T114844-9     10     0.5495     0.6261
  images---2022-08-07T114844-9      2     0.5081     0.5279
  images---2022-08-07T114845-0      5     0.4993     0.5225
  images---2022-08-07T114845-1      1     0.4746     0.4746
  images---2022-08-07T114845-1      3     0.5081     0.5610
  images---2022-08-07T114845-1     30     0.6256     0.6896
  images---2022-08-07T114845-2      1     0.4573     0.4573
  images---2022-08-07T114845-2      0     0.0000     0.0000
  images---2022-08-07T114845-2      1     0.5268     0.5268
  images---2022-08-07T114845-3     14     0.5605     0.6114
  images---2022-08-07T114845-4      0     0.0000     0.0000
  images---2022-08-07T114845-4      2     0.5183     0.5451
  images---2022-08-07T114845-5      8     0.5670     0.6442
  images---2022-08-07T114845-5      0     0.0000     0.0000
  images---2022-08-07T114845-6      3     0.5872     0.6121
  images---2022-08-07T114845-7      0     0.0000     0.0000
  images---2022-08-07T114845-8      9     0.5485     0.6101
  images---2022-08-07T114845-8      3     0.5974     0.6685
  images---2022-08-07T114845-8      0     0.0000     0.0000
  images---2022-08-07T114845-9      3     0.5324     0.6071
  images---2022-08-07T114845-9      1     0.4581     0.4581
  images---2022-08-07T114846-0      9     0.5826     0.6256
  images---2022-08-07T114846-0      4     0.5270     0.5368
  images---2022-08-07T114846-1      4     0.5554     0.6302
  images---2022-08-07T114846-1      3     0.5516     0.6154
  images---2022-08-07T114846-2      2     0.4839     0.5079
  images---2022-08-07T114846-3      4     0.4786     0.5059
  images---2022-08-07T114846-3      7     0.4823     0.5424
  images---2022-08-07T114846-4     28     0.6657     0.7202
  images---2022-08-07T114846-5      5     0.4916     0.5443
  images---2022-08-07T114846-5      0     0.0000     0.0000
  images---2022-08-07T114846-5      7     0.5520     0.5989
  images---2022-08-07T114846-6     15     0.4928     0.5502
  images---2022-08-07T114846-6      2     0.5949     0.6502
  images---2022-08-07T114846-7      4     0.4998     0.5743
  images---2022-08-07T114846-7      4     0.4903     0.5055
  images---2022-08-07T114846-8      1     0.4511     0.4511
  images---2022-08-07T114846-8      4     0.4805     0.5040
  images---2022-08-07T114846-9      4     0.5633     0.6073
  images---2022-08-07T114846-9     29     0.5921     0.6715
  images---2022-08-07T114846-9      0     0.0000     0.0000
  images---2022-08-07T114847-0     10     0.5182     0.5448
  images---2022-08-07T114847-0      0     0.0000     0.0000
  images---2022-08-07T114847-1      2     0.5473     0.5953
  images---2022-08-07T114847-1      5     0.4733     0.4884
  images---2022-08-07T114847-1     10     0.5327     0.5762
  images---2022-08-07T114847-2     20     0.5980     0.6700
  images---2022-08-07T114847-3      8     0.5702     0.6286
  images---2022-08-07T114847-4     41     0.5645     0.6303
  images---2022-08-07T114847-4      0     0.0000     0.0000
  images---2022-08-07T114847-5      2     0.5341     0.5377
  images---2022-08-07T114847-5      0     0.0000     0.0000
  images---2022-08-07T114847-5      1     0.4796     0.4796
  images---2022-08-07T114847-6      2     0.5172     0.5438
  images---2022-08-07T114847-7     26     0.5418     0.6232
  images---2022-08-07T114847-8     16     0.5702     0.6960
  images---2022-08-07T114847-9      4     0.6401     0.6989
  images---2022-08-07T114848-1      6     0.5370     0.5500
  images---2022-08-07T114848-1      4     0.4782     0.4951
  images---2022-08-07T114848-2      4     0.5556     0.6508
  images---2022-08-07T114848-2      0     0.0000     0.0000
  images---2022-08-07T114848-3      0     0.0000     0.0000
  images---2022-08-07T114848-3      2     0.5121     0.5219
  images---2022-08-07T114848-4      4     0.5000     0.5242
  images---2022-08-07T114848-4      0     0.0000     0.0000
  images---2022-08-07T114848-5      8     0.5387     0.6050
  images---2022-08-07T114848-5      6     0.4925     0.5820
  images---2022-08-07T114848-5     16     0.6026     0.6655
  images---2022-08-07T114848-6      5     0.5766     0.6747
  images---2022-08-07T114848-6     17     0.5248     0.5645
  images---2022-08-07T114848-6     12     0.6122     0.7118
  images---2022-08-07T114848-8     26     0.4925     0.5390
  images---2022-08-07T114848-8      1     0.4888     0.4888
  images---2022-08-07T114848-9      1     0.5224     0.5224
  images---2022-08-07T114849-0      0     0.0000     0.0000
  images---2022-08-07T114849-0     12     0.5853     0.6955
  images---2022-08-07T114849-0      2     0.6136     0.6316
  images---2022-08-07T114849-1     10     0.5090     0.5348
  images---2022-08-07T114849-1      0     0.0000     0.0000
  images---2022-08-07T114849-1      0     0.0000     0.0000
  images---2022-08-07T114849-2     27     0.5495     0.6351
  images---2022-08-07T114849-2      0     0.0000     0.0000
  images---2022-08-07T114849-3      2     0.5976     0.6182
  images---2022-08-07T114849-3     11     0.5250     0.6497
  images---2022-08-07T114849-4      7     0.5107     0.5292
  images---2022-08-07T114849-4      7     0.5744     0.6187
  images---2022-08-07T114849-4      3     0.6035     0.6784
  images---2022-08-07T114849-5     10     0.5015     0.5506
  images---2022-08-07T114849-6      0     0.0000     0.0000
  images---2022-08-07T114849-6      6     0.5171     0.5911
  images---2022-08-07T114849-7      9     0.5166     0.5529
  images---2022-08-07T114849-7      2     0.5269     0.5424
  images---2022-08-07T114849-7      6     0.5206     0.5637
  images---2022-08-07T114849-8      0     0.0000     0.0000
  images---2022-08-07T114849-8      0     0.0000     0.0000
  images---2022-08-07T114849-9      9     0.5035     0.5762
  images---2022-08-07T114849-9      2     0.4793     0.5025
  images---2022-08-07T114849-9      2     0.5433     0.6167
  images---2022-08-07T114850-0      0     0.0000     0.0000
  images---2022-08-07T114850-0      5     0.5355     0.5918
  images---2022-08-07T114850-0      1     0.4818     0.4818
  images---2022-08-07T114850-0     15     0.5321     0.6297
  images---2022-08-07T114850-1      0     0.0000     0.0000
  images---2022-08-07T114850-3      3     0.5060     0.5218
  images---2022-08-07T114850-3      3     0.5761     0.6427
  images---2022-08-07T114850-4      0     0.0000     0.0000
  images---2022-08-07T114850-4      3     0.4700     0.4834
  images---2022-08-07T114850-5      0     0.0000     0.0000
  images---2022-08-07T114850-5      0     0.0000     0.0000
  images---2022-08-07T114850-6      1     0.4772     0.4772
  images---2022-08-07T114850-7     25     0.5714     0.6271
  images---2022-08-07T114850-7      4     0.5542     0.5893
  images---2022-08-07T114850-7      2     0.4915     0.5049
  images---2022-08-07T114850-8      1     0.4819     0.4819
  images---2022-08-07T114850-8      2     0.5638     0.5665
  images---2022-08-07T114850-9      3     0.5087     0.5279
  images---2022-08-07T114850-9      1     0.5050     0.5050
  images---2022-08-07T114851-0      2     0.5633     0.6124
  images---2022-08-07T114851-1     27     0.5445     0.7002
  images---2022-08-07T114851-1     15     0.5358     0.5712
  images---2022-08-07T114851-1      1     0.6208     0.6208
  images---2022-08-07T114851-1      1     0.5236     0.5236
  images---2022-08-07T114851-2      7     0.5013     0.5431
  images---2022-08-07T114851-2      0     0.0000     0.0000
  images---2022-08-07T114851-3      8     0.5329     0.6037
  images---2022-08-07T114851-3      7     0.4783     0.5122
  images---2022-08-07T114851-4     20     0.5616     0.7200
  images---2022-08-07T114851-4      0     0.0000     0.0000
  images---2022-08-07T114851-5      0     0.0000     0.0000
  images---2022-08-07T114851-5     11     0.5195     0.5560
  images---2022-08-07T114851-6      1     0.5668     0.5668
  images---2022-08-07T114851-7      1     0.5949     0.5949
  images---2022-08-07T114851-7      4     0.5938     0.6297
  images---2022-08-07T114851-8      4     0.4936     0.5969
  images---2022-08-07T114851-9      9     0.5419     0.5721
  images---2022-08-07T114852-1      2     0.4990     0.5239
  images---2022-08-07T114852-1      6     0.5878     0.6115
  images---2022-08-07T114852-2      2     0.5039     0.5362
  images---2022-08-07T114852-3      5     0.5668     0.6065
  images---2022-08-07T114852-3      0     0.0000     0.0000
  images---2022-08-07T114852-4      2     0.5168     0.5237
  images---2022-08-07T114852-4      0     0.0000     0.0000
  images---2022-08-07T114852-4      1     0.5797     0.5797
  images---2022-08-07T114852-5      1     0.4844     0.4844
  images---2022-08-07T114852-6      2     0.5227     0.5357
  images---2022-08-07T114852-7      1     0.5169     0.5169
  images---2022-08-07T114852-7      3     0.5117     0.5245
  images---2022-08-07T114852-8     19     0.5699     0.6402
  images---2022-08-07T114852-9     21     0.5727     0.7047
  images---2022-08-07T114852-9      0     0.0000     0.0000
  images---2022-08-07T114853-0      6     0.4936     0.5331
  images---2022-08-07T114853-1      4     0.5101     0.5559
  images---2022-08-07T114853-1      5     0.5134     0.5598
  images---2022-08-07T114853-1      1     0.5005     0.5005
  images---2022-08-07T114853-2      0     0.0000     0.0000
  images---2022-08-07T114853-2      4     0.5140     0.5802
  images---2022-08-07T114853-2      3     0.5183     0.5343
  images---2022-08-07T114853-2     12     0.5552     0.6386
  images---2022-08-07T114853-3      4     0.5476     0.6597
  images---2022-08-07T114853-3      5     0.4759     0.4968
  images---2022-08-07T114853-4      2     0.4759     0.4949
  images---2022-08-07T114853-4      8     0.5036     0.5521
  images---2022-08-07T114853-5      1     0.5454     0.5454
  images---2022-08-07T114853-5      2     0.4842     0.4907
  images---2022-08-07T114853-5      0     0.0000     0.0000
  images---2022-08-07T114853-6     29     0.5700     0.6417
  images---2022-08-07T114853-6     15     0.5264     0.5807
  images---2022-08-07T114853-6      5     0.5482     0.6056
  images---2022-08-07T114853-7      0     0.0000     0.0000
  images---2022-08-07T114853-8      3     0.4719     0.4946
  images---2022-08-07T114853-9     13     0.6137     0.6852
  images---2022-08-07T114853-9      1     0.5659     0.5659
  images---2022-08-07T114853-9     12     0.5073     0.5774
  images---2022-08-07T114854-1      0     0.0000     0.0000
  images---2022-08-07T114854-1      0     0.0000     0.0000
  images---2022-08-07T114854-3      6     0.5368     0.5774
  images---2022-08-07T114854-3     17     0.4994     0.5533
  images---2022-08-07T114854-4      3     0.5032     0.5282
  images---2022-08-07T114854-4      1     0.5559     0.5559
  images---2022-08-07T114854-7      5     0.5034     0.5314
  images---2022-08-07T114854-8     17     0.5801     0.6564
