Saffron Detection Run — 20260523_222037
Mode            : real
Scenes          : 1111
Total detected  : 6338
Mean detected   : 5.7
Mean avg score  : 0.4203
Highest score   : 0.8172
Best scene      : Image_151_jpg.rf.spV9r9WrtXpibKOiJoFo.jpg
Threshold       : 0.45
Ensemble weights: RF=0.35, CNN=0.35, HSV=0.2, Depth=0.1

Scene                             Det   AvgScore   MaxScore
  Image_134_jpg.rf.mjcK32ElmCk      9     0.4966     0.5469
  Image_135_jpg.rf.63YZt5Z7tBz      0     0.0000     0.0000
  Image_136_jpg.rf.2Tq3TUz3G3H      2     0.5415     0.5761
  Image_137_jpg.rf.ZuUCDIHVvVh      0     0.0000     0.0000
  Image_138_jpeg.rf.c7CXoYotoK      8     0.5126     0.5538
  Image_139_jpg.rf.GlOqjsA2OPz      3     0.4964     0.5111
  Image_140_jpg.rf.Slc3QMk0OqW      0     0.0000     0.0000
  Image_141_jpg.rf.ni5cZFE4NmW      9     0.6343     0.7264
  Image_142_jpg.rf.y4CHTtI6ZZw      1     0.5063     0.5063
  Image_143_jpg.rf.kTlQ1Ng0OYi      1     0.5060     0.5060
  Image_144_jpg.rf.jvJzGg5Npao      0     0.0000     0.0000
  Image_145_jpg.rf.Bkrti4cBNdj      1     0.5023     0.5023
  Image_146_jpg.rf.SFDE7joghml      3     0.5536     0.6050
  Image_147_jpg.rf.0ObOLmbo8kC      2     0.5828     0.6055
  Image_148_jpg.rf.MtqxdZ5CMCs      7     0.5064     0.5445
  Image_149_jpg.rf.ZdJSVGJdqhC      2     0.4990     0.5399
  Image_14_jpg.rf.ehPRFk4J6seb      0     0.0000     0.0000
  Image_150_jpg.rf.M97gRHcPskN     13     0.5652     0.6201
  Image_151_jpg.rf.spV9r9WrtXp     47     0.5795     0.6194
  Image_152_jpg.rf.DW6uvb1xgq0      1     0.5474     0.5474
  Image_153_jpg.rf.BAALrGntehK     20     0.6713     0.7138
  Image_154_jpg.rf.3ZMwsHLPlwF      0     0.0000     0.0000
  Image_155_jpg.rf.ST5Tqojx883      2     0.5782     0.5918
  Image_156_jpg.rf.y2wjGqwGi7J      0     0.0000     0.0000
  Image_157_jpg.rf.1Cq4R4UGIHv      3     0.5420     0.5705
  Image_158_jpg.rf.ecWDu0q9rGt      1     0.6204     0.6204
  Image_159_jpg.rf.wSbDGELQOQ7      2     0.5682     0.6439
  Image_15_jpg.rf.OvOxW6zz53Qp      4     0.5949     0.6383
  Image_162_jpg.rf.yUQ84eFTqs6      0     0.0000     0.0000
  Image_164_jpg.rf.kuFqHoxps1M      0     0.0000     0.0000
  Image_166_jpg.rf.XPzfgXFnDop      0     0.0000     0.0000
  Image_167_jpg.rf.MyMNMHommcC      3     0.5637     0.5668
  Image_168_jpg.rf.uLPwoI2B0kk     17     0.5240     0.5731
  Image_169_jpg.rf.ggubZ3lyn5q      0     0.0000     0.0000
  Image_170_jpg.rf.LGw47Jirt7I      0     0.0000     0.0000
  Image_171_jpg.rf.HQZ54VkNdRU      0     0.0000     0.0000
  Image_175_jpg.rf.DdTNjjamWcb      0     0.0000     0.0000
  Image_176_jpg.rf.xesUBjlDMMK      1     0.6190     0.6190
  Image_179_jpg.rf.wxygTRdYO03     10     0.5690     0.6219
  Image_180_jpg.rf.oMpfWrAou7K      0     0.0000     0.0000
  Image_183_jpg.rf.3HO1hQ0SyOT     21     0.5604     0.6615
  Image_184_jpg.rf.vjfq6s8WXdb      5     0.5211     0.5743
  Image_185_jpeg.rf.dwxAVnlq8b      4     0.6492     0.7053
  Image_186_jpeg.rf.ZSxGWOwOuQ      1     0.7774     0.7774
  Image_187_jpeg.rf.TiyNJ4LfaL      4     0.5208     0.5483
  Image_188_jpeg.rf.C65t7LAorG      0     0.0000     0.0000
  Image_18_jpg.rf.usFw676F2MBA      0     0.0000     0.0000
  Image_190_jpg.rf.n365YMJxvzH      2     0.5233     0.5345
  Image_192_jpg.rf.NSNrUGsot62      4     0.5320     0.5497
  Image_19_jpg.rf.t7JDYRW2yrkB      1     0.5613     0.5613
  Image_1_jpg.rf.gD9dzMKnzFQzr      1     0.4619     0.4619
  Image_21_jpg.rf.o2ayPYpM69ty      5     0.5414     0.5712
  Image_23_png.rf.hWWVEyFDB38l      0     0.0000     0.0000
  Image_25_jpg.rf.aqiILRfL3tuI      0     0.0000     0.0000
  Image_26_jpg.rf.YZxCt7z44opW      0     0.0000     0.0000
  Image_27_jpg.rf.r0JOO5SzaEdO      3     0.5750     0.5779
  Image_28_jpg.rf.8gHCiQGJUD5U      4     0.5865     0.6406
  Image_29_jpg.rf.VN3BcILHKoey      0     0.0000     0.0000
  Image_2_jpg.rf.toh0DLHBhMdjK     11     0.5191     0.5454
  Image_30_jpg.rf.yrLsPn66Erh6      4     0.6021     0.6817
  Image_31_jpg.rf.1vLr8eSZ2pxI      4     0.5637     0.6097
  Image_32_jpg.rf.RZSkQGVkk8We      5     0.6399     0.7359
  Image_33_jpg.rf.241sTsfBOrQK      8     0.5238     0.5684
  Image_35_jpg.rf.dUEj4O40emFR      0     0.0000     0.0000
  Image_36_jpg.rf.fnSHzQWmbZWS     27     0.6200     0.6950
  Image_37_jpg.rf.2doXht8Hnoft      8     0.5289     0.5623
  Image_39_jpg.rf.w902xaqiEQdZ      1     0.5551     0.5551
  Image_44_jpg.rf.1pRepM76cR1q      2     0.5659     0.5717
  Image_48_jpg.rf.bhcJZsKEhY32      0     0.0000     0.0000
  Image_49_jpg.rf.1rJoDLWhawyS      1     0.4515     0.4515
  Image_4_jpg.rf.XfEqsH3GY7y7H      1     0.4533     0.4533
  Image_50_jpg.rf.pI0uvxZBQTeU      2     0.5714     0.5765
  Image_51_jpg.rf.vCAGwnPcaKM0      0     0.0000     0.0000
  Image_52_jpg.rf.uv5p088Sqorb      3     0.6206     0.6719
  Image_53_jpg.rf.LFoiY7c7h3MQ      6     0.5850     0.6526
  Image_54_jpg.rf.dhcvambmtkLa     19     0.6277     0.7331
  Image_55_jpg.rf.nwKrZV8MbMam      3     0.5169     0.6240
  Image_56_jpg.rf.uqCS51CN4wqj     40     0.5697     0.6715
  Image_57_jpg.rf.6FmR5uzRPXWG     14     0.5303     0.6352
  Image_58_jpg.rf.FR6Xg5WbuHzy      7     0.6017     0.6403
  Image_59_jpg.rf.7RYvHldg2nzx      5     0.5345     0.6179
  Image_5_jpg.rf.54SzRrjIeThNI      4     0.5205     0.5403
  Image_60_jpg.rf.u2gPTif2eqE9      6     0.5631     0.6669
  Image_61_jpg.rf.y8Z48ld2GEBT      9     0.6272     0.6750
  Image_62_jpg.rf.IymscFev6WtC      2     0.5141     0.5320
  Image_63_png.rf.tGRzccDEQOLH      8     0.5828     0.6136
  Image_64_jpg.rf.LCGykKX0paWN      0     0.0000     0.0000
  Image_65_jpg.rf.53yC1r3n9j6y      5     0.5421     0.5857
  Image_66_jpg.rf.DpWmagKArgwT      0     0.0000     0.0000
  Image_67_jpg.rf.OSPZTDKSbJqv      1     0.6058     0.6058
  Image_68_jpg.rf.l9aBlIA48dLB      1     0.5924     0.5924
  Image_69_jpg.rf.PVldWnedl7ux      0     0.0000     0.0000
  Image_6_jpg.rf.D3OJWaTLDuN7S      0     0.0000     0.0000
  Image_70_jpg.rf.cQn3NhZy1mT5      1     0.5211     0.5211
  Image_72_jpg.rf.M0Vdx6wBGtwb     22     0.5424     0.5952
  Image_73_jpg.rf.owqHgE3tESo9      1     0.6535     0.6535
  Image_74_jpg.rf.ow9gicGAwVsn      3     0.6006     0.6343
  Image_75_jpg.rf.lZeDQMmJPOB9      2     0.5191     0.5548
  Image_77_jpg.rf.4gnIpBpZ5IUT      7     0.5257     0.5758
  Image_78_jpg.rf.xjJ0NJhgdkIY     21     0.5010     0.6416
  Image_79_jpg.rf.nN4FptNMqyT8      3     0.5587     0.5791
  Image_7_jpg.rf.VusjWGOBbJQYA     27     0.5358     0.6218
  Image_80_jpg.rf.bKWEe5HCRikI     25     0.5836     0.7247
  Image_81_jpg.rf.32nwhMNp0Rbt      5     0.5161     0.5359
  Image_82_jpg.rf.pVeDURFrd0Ls      1     0.4678     0.4678
  Image_83_jpg.rf.HQizh8HfNFSW      1     0.5990     0.5990
  Image_84_jpg.rf.Zi4P8kDunpve      1     0.5225     0.5225
  Image_85_jpg.rf.hUW5PZFveHvE      8     0.4654     0.4977
  Image_86_jpg.rf.ucKcPON2jlBm      2     0.5968     0.6252
  Image_87_jpg.rf.PJWIGSFcD5QZ     11     0.5580     0.6209
  Image_88_jpg.rf.KdgKOCbfrmOu      0     0.0000     0.0000
  Image_8_jpg.rf.I5oi9GdhigCdM     18     0.5537     0.6648
  Image_90_jpg.rf.RfvVQVoWLM2N      0     0.0000     0.0000
  Image_91_jpg.rf.F2Nn36Y4fwaT      4     0.5725     0.5819
  Image_92_jpg.rf.Of3lo3RFQLAO      2     0.5542     0.5973
  Image_93_jpg.rf.qyUtj8W0BL9B     18     0.5649     0.6150
  Image_94_jpg.rf.Fy6LPeYvz4CL      4     0.5715     0.6000
  Image_95_jpg.rf.SiKeIrCcvJDw      8     0.5945     0.6160
  Image_96_jpg.rf.KTVPUT18ftuu      0     0.0000     0.0000
  Image_97_jpg.rf.NkdipCVKyocW      0     0.0000     0.0000
  Image_9_jpg.rf.hTPePfzHQZhu5     20     0.6098     0.6886
  Is_Saffron_More_Expensive_Th      1     0.5070     0.5070
  Pure_Saffron_webp.rf.UUkUQ7b      2     0.5894     0.5907
  Saffron-crocus-bloom-stigmas      7     0.5157     0.5386
  Saffron_Flower_2_pixabay_098     17     0.5063     0.5601
  Saffron_Plant_saffron_crocus      6     0.5064     0.5269
  U0WCfc2XbOtFjZUQFDfa6oYEaWMS      4     0.6172     0.6350
  V0rJjvdQrA4Y02ZlTJFW9rHHMnMk      2     0.5869     0.5931
  XB055_450x_webp.rf.3RlwtoNOL      3     0.4717     0.4991
  Z-CRO-08_jpg.rf.4jFdazbO22gG      2     0.5177     0.5183
  a-purple-saffron-flower-croc      0     0.0000     0.0000
  a-single-tender-saffron-flow      9     0.5365     0.7176
  a0d36be568d662c4869ce5469fd8      0     0.0000     0.0000
  a2e79a8e6629c59adfd4bc2cbe46      7     0.5315     0.5801
  acd8f9e8821defeaa18850c312f2     29     0.5207     0.5938
  adc9666bce53bef67d5412ff3b86      5     0.4960     0.5315
  autumn-crocus-3661690__340_j      0     0.0000     0.0000
  autumn-crocus-5626735__340_j      2     0.4804     0.4806
  autumn-crocus-5626735__340_j      2     0.4804     0.4806
  b1254d7be60fecece97817291c1a      0     0.0000     0.0000
  b1a122f41058b231ffbbb460a4dd      4     0.5337     0.5553
  b2af22f730fe920c428bcb733be8      0     0.0000     0.0000
  b3569950fc8a4c8afa048e025b0e      5     0.5321     0.5435
  b5a2db04bd33e701efd8f047d40e      2     0.5534     0.5927
  b6330ed4-9307-4dec-bba4-2539      4     0.5223     0.5489
  ba887462b31cfa4b0a2a0ad6461b      0     0.0000     0.0000
  bafc56e0039cd58877583828253c      0     0.0000     0.0000
  bb7b49c76accc879c47cf359028d      0     0.0000     0.0000
  bc0e33e9623ce11796ffde89ee68      0     0.0000     0.0000
  bc2e4395e299d54fb1703e684aa1      0     0.0000     0.0000
  beautiful-saffron-flowers-fi      5     0.5319     0.5413
  c7204c4d1406d33686d699215011      4     0.5095     0.5157
  c9236ccb74aa4b671b9b6fe7352a      0     0.0000     0.0000
  close-up-saffron-flowers-flo      2     0.4939     0.5268
  crocus-4073076__340_jpg.rf.k      4     0.5157     0.5693
  crocus-4073076__340_jpg.rf.o      4     0.5157     0.5693
  crocus-4878623__340_jpg.rf.1     22     0.5751     0.7208
  crocus-4878623__340_jpg.rf.R     20     0.5627     0.7017
  crocus-4878639__340_jpg.rf.n     23     0.5417     0.7066
  crocus-4878639__340_jpg.rf.y     23     0.5413     0.7066
  crocus-4896815__340--1-_jpg.     38     0.5518     0.7125
  crocus-4896815__340--1-_jpg.     41     0.5523     0.7109
  crocus-4918148__340_jpg.rf.9     42     0.5730     0.6492
  crocus-675490__340_jpg.rf.PB      0     0.0000     0.0000
  crocus-675490__340_jpg.rf.pv      0     0.0000     0.0000
  crocus-675492__340_jpg.rf.Hw      9     0.5074     0.5337
  crocus-675492__340_jpg.rf.Px      8     0.5135     0.5340
  crocus-sativus-saffron-crocu      4     0.5051     0.5773
  crocussativus_jpg.rf.kdjMopD      6     0.4778     0.5395
  d05da2d47493b44d41047e0a12cd      9     0.5584     0.6547
  d4e7266e9d0572647f4d25862aa1      5     0.5908     0.6829
  d7cc4c1a7f04af4aee901fdb5ebe      0     0.0000     0.0000
  d8ec9a5aec3dff998e4a555653a6      0     0.0000     0.0000
  depositphotos_4160941-stock-      0     0.0000     0.0000
  depositphotos_424504712-stoc      2     0.5008     0.5014
  depositphotos_4321438-stock-      0     0.0000     0.0000
  depositphotos_4557488-stock-      0     0.0000     0.0000
  depositphotos_57308167-stock     19     0.4942     0.5616
  depositphotos_57846159-stock      0     0.0000     0.0000
  dfagdf_jpg.rf.bnkIe0G57yf9hg      1     0.5589     0.5589
  dfc9f15e563b3396beff52dc42b4      0     0.0000     0.0000
  dffdgfdg_jpg.rf.Zc8RddZbuzmz      1     0.5056     0.5056
  dfgdfg_jpg.rf.F0lvKqv1N0JIcb      0     0.0000     0.0000
  dfgfdgdf_jpg.rf.0E01j3l3luDh      0     0.0000     0.0000
  dgbf_jpg.rf.ykqMxVUj7GQhwbM9     11     0.5620     0.6464
  dghn_jpg.rf.qdc4KZ7gJsDftCEd      2     0.4663     0.4760
  dghnbfxv_jpg.rf.jASFnIbHG1Qp      0     0.0000     0.0000
  dghnf_jpg.rf.oqWKlIEX0TJJxr7      3     0.5580     0.6200
  dghnfbxv_jpg.rf.kptm9L2G0P9G      0     0.0000     0.0000
  dhgn_jpg.rf.HsRhrJIUAAsPZ342      1     0.5725     0.5725
  dhgnfbx_jpg.rf.OMgcHMub2G3y2      8     0.5659     0.6199
  download--1-_jpg.rf.SEdt5ZIA      1     0.4859     0.4859
  download--10-_jpg.rf.kGuNN8g      1     0.4687     0.4687
  download--12-_jpg.rf.pKO33BH      1     0.4859     0.4859
  download--13-_jpg.rf.FJKwdC2      2     0.5713     0.5923
  download--14-_jpg.rf.kJfRQSt      3     0.5617     0.6216
  download--15-_jpg.rf.uOHmgZV      7     0.5212     0.6064
  download--16-_jpg.rf.LNeBFXJ     11     0.5184     0.5898
  download--17-_jpg.rf.mZFeSGZ     12     0.5888     0.6267
  download--18-_jpg.rf.NNjEgLN      0     0.0000     0.0000
  download--2-_jpg.rf.N6qknv8W      3     0.5443     0.5769
  download--21-_jpg.rf.FlUiNIm      0     0.0000     0.0000
  download--24-_jpg.rf.mApQw0g      2     0.5998     0.6612
  download--26-_jpg.rf.hqDRw6n      6     0.5555     0.6168
  download--28-_jpg.rf.qBMahJk      1     0.5030     0.5030
  download--8-_jpg.rf.AJzBMVLc      0     0.0000     0.0000
  download_webp.rf.rOmrQxhveTQ      4     0.4800     0.5422
  drtmsaffroncrocusa_webp.rf.y      3     0.5241     0.5346
  e174da79d2cebf1af28882909f40      0     0.0000     0.0000
  e3600af76276d89387e81207c36e      6     0.5669     0.6143
  e3c0b069ca73ffce30df030a9d01      1     0.5594     0.5594
  e5d5bec75b05a126b6ba85189fc1      3     0.5312     0.5620
  ea5fa6662837bec05a270b91531f      0     0.0000     0.0000
  ed80900a41c9212239685383d61b      4     0.5263     0.5459
  ergerg_jpg.rf.l6EB2WyZWN2mJN      1     0.5143     0.5143
  ergregr_jpg.rf.zv4JA76boXL2T      0     0.0000     0.0000
  f1d422b206952cbe2a6f3b5d1541      0     0.0000     0.0000
  f2ea4c26946a449b312421e2c749      2     0.5222     0.5251
  fdgdfda_jpg.rf.2YUcScO3zhkcj      0     0.0000     0.0000
  flower-4051007__340_jpg.rf.A      3     0.5280     0.5658
  flowers-6143044__340_jpg.rf.      7     0.5443     0.6018
  flowers-6143044__340_jpg.rf.      7     0.5491     0.5993
  gdagfg_jpg.rf.aQo62gaKh5HkJe      0     0.0000     0.0000
  gdfgdag_jpg.rf.fVcB2PLxWBts7     12     0.5405     0.5971
  gdhn_jpg.rf.H5G3cERCRIcZx9It      1     0.6437     0.6437
  ghdnbf_jpg.rf.TD45GVHfeH0LvY      2     0.5338     0.5862
  ghndbfvd_jpg.rf.DFeQHQ3U81HX      1     0.4647     0.4647
  gratis-png-azafran-de-otono-      0     0.0000     0.0000
  h44pxj3wids21_jpg.rf.g0TKhQg      1     0.6475     0.6475
  hdnf_jpg.rf.DPIWFppUEvLbXIMW      5     0.5401     0.6009
  hdngfb_jpg.rf.EOHCcK5NgimWoo      2     0.5040     0.5066
  hfgd_jpg.rf.bce2gPvErYYEqqPD      3     0.4985     0.5305
  hgdn_jpg.rf.j70LbB5juiWovFNe      3     0.5551     0.6045
  hgndf_jpg.rf.CIS5H1Z7qcHcp9T     13     0.5741     0.6156
  hrgfda_jpg.rf.I09g3WyEIsTTUy      1     0.5429     0.5429
  htygrs_jpg.rf.npn0IeJtDnAbzq      2     0.5598     0.5603
  iStock-1456843284-how-to-gro      1     0.5157     0.5157
  il_570xN-2999244286_mvac_web      0     0.0000     0.0000
  images---2022-08-07T114843-9      7     0.5184     0.5924
  images---2022-08-07T114844-0     21     0.6024     0.6752
  images---2022-08-07T114844-1      3     0.5376     0.5650
  images---2022-08-07T114844-2     18     0.5404     0.6304
  images---2022-08-07T114844-2     12     0.5882     0.6623
  images---2022-08-07T114844-2      1     0.5456     0.5456
  images---2022-08-07T114844-3      2     0.6283     0.6593
  images---2022-08-07T114844-3      5     0.5943     0.6613
  images---2022-08-07T114844-3      1     0.4855     0.4855
  images---2022-08-07T114844-4     10     0.5638     0.6126
  images---2022-08-07T114844-4      1     0.4929     0.4929
  images---2022-08-07T114844-4      0     0.0000     0.0000
  images---2022-08-07T114844-5      0     0.0000     0.0000
  images---2022-08-07T114844-6      2     0.5956     0.5969
  images---2022-08-07T114844-6      5     0.5535     0.6017
  images---2022-08-07T114844-7      2     0.5765     0.5903
  images---2022-08-07T114844-7     12     0.5863     0.6510
  images---2022-08-07T114844-7      7     0.5602     0.6103
  images---2022-08-07T114844-8      4     0.5673     0.6605
  images---2022-08-07T114844-8      0     0.0000     0.0000
  images---2022-08-07T114844-9      2     0.5977     0.6670
  images---2022-08-07T114844-9     10     0.5605     0.6218
  images---2022-08-07T114844-9      2     0.5263     0.5421
  images---2022-08-07T114845-0      5     0.5054     0.5325
  images---2022-08-07T114845-1      1     0.5175     0.5175
  images---2022-08-07T114845-1      5     0.5151     0.5664
  images---2022-08-07T114845-1     30     0.6270     0.7013
  images---2022-08-07T114845-2      0     0.0000     0.0000
  images---2022-08-07T114845-2      0     0.0000     0.0000
  images---2022-08-07T114845-2      1     0.5135     0.5135
  images---2022-08-07T114845-3     14     0.5615     0.6174
  images---2022-08-07T114845-4      0     0.0000     0.0000
  images---2022-08-07T114845-4      2     0.5566     0.5654
  images---2022-08-07T114845-5      8     0.5700     0.6552
  images---2022-08-07T114845-5      0     0.0000     0.0000
  images---2022-08-07T114845-6      3     0.5840     0.6250
  images---2022-08-07T114845-7      0     0.0000     0.0000
  images---2022-08-07T114845-8      9     0.5676     0.6333
  images---2022-08-07T114845-8      3     0.6092     0.7038
  images---2022-08-07T114845-8      1     0.4917     0.4917
  images---2022-08-07T114845-9      3     0.5175     0.5535
  images---2022-08-07T114845-9      1     0.5105     0.5105
  images---2022-08-07T114846-0     10     0.6028     0.6991
  images---2022-08-07T114846-0      4     0.5289     0.5540
  images---2022-08-07T114846-1      4     0.5897     0.6687
  images---2022-08-07T114846-1      3     0.5560     0.6424
  images---2022-08-07T114846-2      2     0.5057     0.5389
  images---2022-08-07T114846-3      3     0.4992     0.5444
  images---2022-08-07T114846-3      5     0.5011     0.5414
  images---2022-08-07T114846-4     28     0.6743     0.7250
  images---2022-08-07T114846-5      3     0.5284     0.5601
  images---2022-08-07T114846-5      1     0.4868     0.4868
  images---2022-08-07T114846-5      7     0.5631     0.6129
  images---2022-08-07T114846-6     14     0.4971     0.5891
  images---2022-08-07T114846-6      2     0.5920     0.6505
  images---2022-08-07T114846-7      4     0.5190     0.5927
  images---2022-08-07T114846-7      4     0.5055     0.5425
  images---2022-08-07T114846-8      0     0.0000     0.0000
  images---2022-08-07T114846-8      2     0.5003     0.5320
  images---2022-08-07T114846-9      4     0.5594     0.6082
  images---2022-08-07T114846-9     29     0.6012     0.6764
  images---2022-08-07T114846-9      0     0.0000     0.0000
  images---2022-08-07T114847-0     10     0.5166     0.5643
  images---2022-08-07T114847-0      0     0.0000     0.0000
  images---2022-08-07T114847-1      2     0.5878     0.6465
  images---2022-08-07T114847-1      5     0.4799     0.5214
  images---2022-08-07T114847-1      9     0.5414     0.5634
  images---2022-08-07T114847-2     20     0.6014     0.6812
  images---2022-08-07T114847-3      9     0.5608     0.6438
  images---2022-08-07T114847-4     39     0.5761     0.6475
  images---2022-08-07T114847-4      0     0.0000     0.0000
  images---2022-08-07T114847-5      2     0.5688     0.5694
  images---2022-08-07T114847-5      0     0.0000     0.0000
  images---2022-08-07T114847-5      1     0.4730     0.4730
  images---2022-08-07T114847-6      2     0.5252     0.5375
  images---2022-08-07T114847-7     26     0.5426     0.6095
  images---2022-08-07T114847-8     17     0.5618     0.6871
  images---2022-08-07T114847-9      4     0.6579     0.6904
  images---2022-08-07T114848-1      6     0.5270     0.5405
  images---2022-08-07T114848-1      6     0.4881     0.5366
  images---2022-08-07T114848-2      4     0.5690     0.6562
  images---2022-08-07T114848-2      0     0.0000     0.0000
  images---2022-08-07T114848-3      0     0.0000     0.0000
  images---2022-08-07T114848-3      2     0.5296     0.5464
  images---2022-08-07T114848-4      3     0.5098     0.5273
  images---2022-08-07T114848-4      0     0.0000     0.0000
  images---2022-08-07T114848-5      8     0.5368     0.6054
  images---2022-08-07T114848-5      6     0.5016     0.6167
  images---2022-08-07T114848-5     16     0.6170     0.6917
  images---2022-08-07T114848-6      5     0.5931     0.6547
  images---2022-08-07T114848-6     15     0.5289     0.5695
  images---2022-08-07T114848-6     12     0.6167     0.7253
  images---2022-08-07T114848-8     26     0.5263     0.5922
  images---2022-08-07T114848-8      1     0.5515     0.5515
  images---2022-08-07T114848-9      1     0.5262     0.5262
  images---2022-08-07T114849-0      0     0.0000     0.0000
  images---2022-08-07T114849-0     13     0.5913     0.7128
  images---2022-08-07T114849-0      2     0.5936     0.6322
  images---2022-08-07T114849-1     10     0.5030     0.5443
  images---2022-08-07T114849-1      0     0.0000     0.0000
  images---2022-08-07T114849-1      1     0.4753     0.4753
  images---2022-08-07T114849-2     27     0.5619     0.6580
  images---2022-08-07T114849-2      0     0.0000     0.0000
  images---2022-08-07T114849-3      2     0.6442     0.6712
  images---2022-08-07T114849-3     10     0.5333     0.6062
  images---2022-08-07T114849-4      7     0.5313     0.5853
  images---2022-08-07T114849-4      7     0.5680     0.6130
  images---2022-08-07T114849-4      3     0.6258     0.7244
  images---2022-08-07T114849-5     10     0.5360     0.6134
  images---2022-08-07T114849-6      0     0.0000     0.0000
  images---2022-08-07T114849-6      6     0.5283     0.5873
  images---2022-08-07T114849-7      9     0.5158     0.5734
  images---2022-08-07T114849-7      2     0.5460     0.5540
  images---2022-08-07T114849-7      7     0.5249     0.6029
  images---2022-08-07T114849-8      0     0.0000     0.0000
  images---2022-08-07T114849-8      0     0.0000     0.0000
  images---2022-08-07T114849-9      9     0.5032     0.5760
  images---2022-08-07T114849-9      1     0.4925     0.4925
  images---2022-08-07T114849-9      2     0.5476     0.6407
  images---2022-08-07T114850-0      0     0.0000     0.0000
  images---2022-08-07T114850-0      5     0.5338     0.5925
  images---2022-08-07T114850-0      1     0.5138     0.5138
  images---2022-08-07T114850-0     15     0.5284     0.6169
  images---2022-08-07T114850-1      0     0.0000     0.0000
  images---2022-08-07T114850-3      3     0.5485     0.5869
  images---2022-08-07T114850-3      3     0.5975     0.6460
  images---2022-08-07T114850-4      0     0.0000     0.0000
  images---2022-08-07T114850-4      3     0.4857     0.4966
  images---2022-08-07T114850-5      0     0.0000     0.0000
  images---2022-08-07T114850-5      0     0.0000     0.0000
  images---2022-08-07T114850-6      2     0.4852     0.5146
  images---2022-08-07T114850-7     26     0.5745     0.6466
  images---2022-08-07T114850-7      4     0.5846     0.6005
  images---2022-08-07T114850-7      3     0.5030     0.5254
  images---2022-08-07T114850-8      1     0.5302     0.5302
  images---2022-08-07T114850-8      2     0.6024     0.6258
  images---2022-08-07T114850-9      3     0.5198     0.5600
  images---2022-08-07T114850-9      1     0.5515     0.5515
  images---2022-08-07T114851-0      2     0.5900     0.6549
  images---2022-08-07T114851-1     25     0.5515     0.7054
  images---2022-08-07T114851-1     15     0.5428     0.5754
  images---2022-08-07T114851-1      1     0.6130     0.6130
  images---2022-08-07T114851-1      1     0.5167     0.5167
  images---2022-08-07T114851-2      6     0.5314     0.5583
  images---2022-08-07T114851-2      0     0.0000     0.0000
  images---2022-08-07T114851-3      8     0.5306     0.6415
  images---2022-08-07T114851-3      7     0.5040     0.5536
  images---2022-08-07T114851-4     20     0.5610     0.7201
  images---2022-08-07T114851-4      0     0.0000     0.0000
  images---2022-08-07T114851-5      0     0.0000     0.0000
  images---2022-08-07T114851-5     11     0.5366     0.5865
  images---2022-08-07T114851-6      1     0.5255     0.5255
  images---2022-08-07T114851-7      1     0.5703     0.5703
  images---2022-08-07T114851-7      4     0.5828     0.6447
  images---2022-08-07T114851-8      4     0.5039     0.5759
  images---2022-08-07T114851-9      9     0.5617     0.6335
  images---2022-08-07T114852-1      3     0.5066     0.5294
  images---2022-08-07T114852-1      6     0.5955     0.6312
  images---2022-08-07T114852-2      2     0.5309     0.5406
  images---2022-08-07T114852-3      5     0.5788     0.6564
  images---2022-08-07T114852-3      0     0.0000     0.0000
  images---2022-08-07T114852-4      2     0.5160     0.5202
  images---2022-08-07T114852-4      0     0.0000     0.0000
  images---2022-08-07T114852-4      1     0.5885     0.5885
  images---2022-08-07T114852-5      1     0.5081     0.5081
  images---2022-08-07T114852-6      2     0.5295     0.5335
  images---2022-08-07T114852-7      1     0.5186     0.5186
  images---2022-08-07T114852-7      3     0.5432     0.5615
  images---2022-08-07T114852-8     19     0.5804     0.6344
  images---2022-08-07T114852-9     21     0.5820     0.7026
  images---2022-08-07T114852-9      0     0.0000     0.0000
  images---2022-08-07T114853-0      6     0.5085     0.5369
  images---2022-08-07T114853-1      4     0.5116     0.5247
  images---2022-08-07T114853-1      6     0.4963     0.5484
  images---2022-08-07T114853-1      1     0.5057     0.5057
  images---2022-08-07T114853-2      0     0.0000     0.0000
  images---2022-08-07T114853-2      4     0.5270     0.6008
  images---2022-08-07T114853-2      3     0.5514     0.5883
  images---2022-08-07T114853-2     12     0.5539     0.6240
  images---2022-08-07T114853-3      4     0.5495     0.6559
  images---2022-08-07T114853-3      6     0.4708     0.4821
  images---2022-08-07T114853-4      1     0.4991     0.4991
  images---2022-08-07T114853-4      7     0.5313     0.5892
  images---2022-08-07T114853-5      1     0.5371     0.5371
  images---2022-08-07T114853-5      3     0.4915     0.5312
  images---2022-08-07T114853-5      0     0.0000     0.0000
  images---2022-08-07T114853-6     29     0.5668     0.6358
  images---2022-08-07T114853-6     15     0.5410     0.6015
  images---2022-08-07T114853-6      5     0.5425     0.5946
  images---2022-08-07T114853-7      0     0.0000     0.0000
  images---2022-08-07T114853-8      3     0.4757     0.4927
  images---2022-08-07T114853-9     13     0.6287     0.7068
  images---2022-08-07T114853-9      1     0.6021     0.6021
  images---2022-08-07T114853-9     12     0.5063     0.5935
  images---2022-08-07T114854-1      0     0.0000     0.0000
  images---2022-08-07T114854-1      0     0.0000     0.0000
  images---2022-08-07T114854-3      6     0.5443     0.5735
  images---2022-08-07T114854-3     17     0.5173     0.5575
