scene,det_id,cx,cy,bbox,area,score,rf,cnn,hsv,depth,clip,hsv_frac,lap_var
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.7LVCXWNKF5cgSmKAbmNR.jpg,13,49,139,"(44, 134, 11, 10)",110,0.4846,0.2916,0.5079,1.0,0.0476,0.5009,0.3854,47.5546
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.7LVCXWNKF5cgSmKAbmNR.jpg,14,10,136,"(0, 112, 21, 49)",1029,0.4895,0.2985,0.4982,1.0,0.1067,0.5084,0.422,106.6832
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,1,354,475,"(348, 468, 13, 14)",182,0.7842,0.9715,0.4827,1.0,0.7521,0.4973,0.3862,752.0628
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,2,441,419,"(431, 413, 20, 13)",260,0.8041,0.9688,0.4715,1.0,1.0,0.5016,0.5012,1071.8158
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,3,415,315,"(396, 285, 38, 60)",2280,0.6371,0.5538,0.5084,1.0,0.6537,0.5102,0.305,653.6797
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,4,381,267,"(368, 245, 27, 45)",1215,0.5371,0.3179,0.5032,1.0,0.4967,0.5094,0.5529,496.6986
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,5,244,209,"(228, 201, 33, 16)",528,0.5374,0.3179,0.532,1.0,0.3992,0.5106,0.4841,399.2164
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,6,67,230,"(30, 188, 75, 85)",6375,0.5254,0.3179,0.5137,1.0,0.3431,0.5238,0.6132,343.0923
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,7,479,225,"(446, 187, 66, 76)",5016,0.5216,0.3179,0.5227,1.0,0.2743,0.5156,0.5759,274.3151
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,8,405,192,"(396, 179, 18, 27)",486,0.515,0.2984,0.5471,1.0,0.1912,0.5008,0.4846,191.1695
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,9,360,194,"(335, 171, 50, 46)",2300,0.5054,0.3179,0.5045,1.0,0.1758,0.5158,0.6057,175.795
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,10,184,156,"(172, 137, 24, 39)",936,0.4934,0.2985,0.489,1.0,0.1778,0.5074,0.5093,177.8183
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,11,422,144,"(416, 134, 13, 20)",260,0.5066,0.2955,0.5536,1.0,0.0939,0.4977,0.4175,93.9444
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,12,49,139,"(44, 134, 11, 10)",110,0.4852,0.2916,0.5099,1.0,0.0474,0.5005,0.3794,47.3823
240_F_125576825_PCQ0qfxZi9b9bHSUOz7FTK2WnM6alyj0_jpg.rf.tzEM3DOXZz8K8Gk6ZxGW.jpg,13,10,136,"(0, 111, 21, 50)",1050,0.4881,0.2985,0.4941,1.0,0.1066,0.5098,0.408,106.553
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,1,332,506,"(326, 500, 13, 12)",156,0.6084,0.6162,0.5475,0.9222,0.1664,0.5032,0.1844,166.3653
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,2,390,503,"(381, 494, 18, 18)",324,0.7275,0.9512,0.5592,0.9236,0.1411,0.5002,0.1847,141.0731
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,3,249,499,"(224, 486, 50, 26)",1300,0.4676,0.2825,0.4775,1.0,0.0155,0.4975,0.8029,15.526
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,4,185,481,"(180, 471, 10, 20)",200,0.5014,0.3127,0.5201,1.0,0.0996,0.482,0.2173,99.5822
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,5,9,478,"(0, 465, 18, 27)",486,0.4706,0.2801,0.4898,1.0,0.0116,0.4848,0.5962,11.6206
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,6,323,482,"(310, 464, 27, 36)",972,0.5013,0.3127,0.5039,1.0,0.1551,0.5041,0.265,155.1485
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,7,158,463,"(155, 455, 7, 17)",119,0.481,0.3127,0.4686,1.0,0.076,0.4828,0.6298,75.9537
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,8,62,471,"(43, 452, 38, 39)",1482,0.4752,0.3021,0.4802,1.0,0.0137,0.4937,0.4914,13.7388
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,9,503,437,"(494, 421, 18, 33)",594,0.4898,0.3127,0.4828,1.0,0.1135,0.5056,0.5343,113.5085
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,10,479,425,"(477, 418, 5, 15)",75,0.4846,0.2985,0.4733,1.0,0.1451,0.4934,0.4314,145.1373
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,11,451,367,"(446, 360, 11, 14)",154,0.5782,0.3113,0.4836,1.0,1.0,0.4935,0.4298,1097.4462
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,12,180,366,"(176, 353, 8, 27)",216,0.4978,0.0316,0.5335,1.0,1.0,0.4857,0.2564,1206.7466
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,13,313,375,"(276, 343, 74, 65)",4810,0.551,0.3179,0.4703,1.0,0.7515,0.529,0.3419,751.5356
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,14,259,347,"(254, 342, 11, 11)",121,0.551,0.3179,0.4984,1.0,0.6527,0.4913,0.3403,652.7256
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,15,6,347,"(0, 336, 12, 23)",276,0.5662,0.3179,0.5336,1.0,0.6818,0.4992,0.4635,681.7625
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,16,237,329,"(226, 320, 22, 18)",396,0.563,0.3037,0.4911,1.0,0.8478,0.5123,0.3922,847.7751
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,17,197,324,"(191, 319, 13, 11)",143,0.5818,0.3179,0.4873,1.0,1.0,0.4986,0.2939,1440.3459
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,18,477,340,"(442, 316, 70, 48)",3360,0.5228,0.3179,0.4954,1.0,0.3812,0.5095,0.486,381.1699
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,19,376,300,"(371, 295, 11, 11)",121,0.4945,0.2985,0.4963,1.0,0.1636,0.4876,0.3384,163.6254
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,20,222,290,"(216, 284, 13, 13)",169,0.524,0.2894,0.463,1.0,0.6069,0.5012,0.4368,606.9203
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,21,146,285,"(142, 281, 9, 9)",81,0.4873,0.3127,0.48,1.0,0.0991,0.4827,0.2993,99.133
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,22,434,278,"(427, 272, 15, 12)",180,0.4867,0.2985,0.4909,1.0,0.1046,0.4916,0.4846,104.6178
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,23,309,271,"(299, 265, 20, 12)",240,0.4848,0.2985,0.4922,1.0,0.081,0.4869,0.4557,81.0231
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,24,87,272,"(80, 262, 14, 20)",280,0.4955,0.3127,0.5006,1.0,0.1085,0.4861,0.3389,108.5036
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,25,468,265,"(450, 254, 37, 22)",814,0.4875,0.3127,0.49,1.0,0.0657,0.4925,0.614,65.7436
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,26,410,245,"(397, 228, 27, 34)",918,0.4783,0.2985,0.4841,1.0,0.0438,0.4928,0.544,43.8462
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,27,303,232,"(299, 224, 9, 16)",144,0.4787,0.2985,0.4888,1.0,0.0322,0.4888,0.6361,32.1909
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,28,392,208,"(387, 202, 10, 13)",130,0.4679,0.2801,0.4767,1.0,0.0304,0.494,0.6582,30.4165
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,29,190,180,"(181, 173, 18, 14)",252,0.4737,0.2985,0.478,1.0,0.0189,0.4954,0.5897,18.874
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,30,133,170,"(128, 165, 10, 11)",110,0.4757,0.2985,0.4789,1.0,0.0365,0.4922,0.4111,36.4683
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,31,106,177,"(96, 163, 20, 28)",560,0.4718,0.2841,0.4864,1.0,0.0213,0.4874,0.4945,21.2569
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,32,17,160,"(11, 153, 13, 14)",182,0.4738,0.2985,0.4775,1.0,0.0221,0.4817,0.4338,22.0894
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,33,485,58,"(480, 51, 10, 15)",150,0.6623,0.95,0.4955,0.7576,0.0487,0.5021,0.1515,48.7054
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,34,318,45,"(314, 36, 9, 18)",162,0.5763,0.9367,0.5184,0.3254,0.0191,0.5004,0.0651,19.054
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,35,437,71,"(413, 0, 49, 142)",6958,0.7078,0.9512,0.4872,1.0,0.044,0.5147,0.3303,44.0353
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,1,124,356,"(114, 343, 21, 27)",567,0.5494,0.3179,0.488,1.0,0.6737,0.4994,0.4802,673.7045
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,2,186,365,"(150, 337, 73, 56)",4088,0.5388,0.3179,0.5012,1.0,0.5211,0.5192,0.3766,521.1024
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,3,261,243,"(252, 227, 19, 32)",608,0.486,0.2841,0.4867,1.0,0.1623,0.5037,0.5535,162.334
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,4,242,186,"(218, 174, 48, 25)",1200,0.4919,0.3061,0.4905,1.0,0.1305,0.4983,0.2829,130.4645
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,5,121,164,"(116, 159, 11, 10)",110,0.4897,0.3127,0.4975,1.0,0.0619,0.4826,0.2134,61.8509
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,6,441,160,"(433, 156, 16, 8)",128,0.4878,0.2985,0.4978,1.0,0.0911,0.4845,0.25,91.114
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,1,108,417,"(72, 376, 73, 83)",6059,0.5347,0.3179,0.4769,1.0,0.565,0.5146,0.4129,565.0453
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,2,124,356,"(114, 343, 21, 26)",546,0.5498,0.3179,0.4907,1.0,0.668,0.5009,0.4593,668.0299
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,3,187,366,"(151, 339, 72, 54)",3888,0.5386,0.3179,0.5,1.0,0.5232,0.5167,0.3777,523.2034
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,4,262,242,"(254, 227, 17, 31)",527,0.482,0.2841,0.4753,1.0,0.162,0.5035,0.5517,161.9989
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,5,255,187,"(245, 177, 21, 21)",441,0.4938,0.3061,0.4949,1.0,0.1343,0.4841,0.3251,134.2971
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,6,228,183,"(219, 174, 18, 19)",342,0.4865,0.2985,0.4843,1.0,0.1257,0.4937,0.2645,125.6662
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,7,121,164,"(116, 159, 11, 10)",110,0.4897,0.3127,0.4975,1.0,0.0619,0.4823,0.2055,61.934
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,8,440,160,"(433, 156, 14, 8)",112,0.4871,0.2985,0.4954,1.0,0.0923,0.4825,0.2558,92.3268
240_F_126096265_Z1SjGEEKauTdIJR0vvkF3u2ZSrnDtQpI_jpg.rf.vROHH3gfXncF8gi9IRy0.jpg,1,153,400,"(122, 359, 62, 83)",5146,0.598,0.5969,0.5128,1.0,0.0963,0.5155,0.3198,96.3146
240_F_126096351_WczvcXoaoC7JGeAIQe1bAup1YTdWWctt_jpg.rf.4MRl84k7V027Orc2fytH.jpg,1,220,433,"(208, 425, 25, 17)",425,0.4873,0.2988,0.5022,1.0,0.0693,0.504,0.5899,69.3023
240_F_126096351_WczvcXoaoC7JGeAIQe1bAup1YTdWWctt_jpg.rf.4MRl84k7V027Orc2fytH.jpg,2,189,422,"(177, 417, 25, 10)",250,0.4814,0.2912,0.5019,1.0,0.038,0.5026,0.7654,37.9754
240_F_126096351_WczvcXoaoC7JGeAIQe1bAup1YTdWWctt_jpg.rf.4MRl84k7V027Orc2fytH.jpg,3,379,176,"(375, 170, 9, 12)",108,0.584,0.5538,0.5047,1.0,0.1349,0.505,0.4643,134.9284
240_F_126096351_WczvcXoaoC7JGeAIQe1bAup1YTdWWctt_jpg.rf.zN2zbj8kFeofEfZ75PdL.jpg,1,220,433,"(208, 425, 25, 17)",425,0.4873,0.2988,0.5022,1.0,0.0693,0.504,0.5899,69.3023
240_F_126096351_WczvcXoaoC7JGeAIQe1bAup1YTdWWctt_jpg.rf.zN2zbj8kFeofEfZ75PdL.jpg,2,189,422,"(177, 417, 25, 10)",250,0.4814,0.2912,0.5019,1.0,0.038,0.5026,0.7654,37.9754
240_F_126096351_WczvcXoaoC7JGeAIQe1bAup1YTdWWctt_jpg.rf.zN2zbj8kFeofEfZ75PdL.jpg,3,380,176,"(376, 170, 8, 13)",104,0.5831,0.5549,0.5035,1.0,0.1265,0.504,0.44,126.5116
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,1,493,413,"(487, 410, 12, 7)",84,0.6957,0.8881,0.5214,1.0,0.024,0.4966,0.2961,23.9623
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,2,407,172,"(395, 167, 24, 10)",240,0.4868,0.2985,0.4901,1.0,0.1079,0.502,0.2348,107.8917
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,1,493,413,"(487, 410, 12, 7)",84,0.6957,0.8881,0.5214,1.0,0.024,0.4966,0.2961,23.9623
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,2,407,172,"(395, 167, 24, 10)",240,0.4871,0.2985,0.4909,1.0,0.1082,0.5021,0.2197,108.2477
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,1,269,285,"(248, 270, 43, 31)",1333,0.4663,0.2791,0.4745,1.0,0.0249,0.5073,0.7852,24.9329
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,2,350,228,"(336, 223, 29, 10)",290,0.4962,0.2944,0.4969,1.0,0.1924,0.5067,0.2805,192.4409
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,3,396,223,"(389, 220, 14, 7)",98,0.4633,0.2791,0.4648,1.0,0.029,0.5039,0.3057,28.9749
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,4,481,219,"(451, 185, 61, 68)",4148,0.5081,0.3037,0.4966,1.0,0.2799,0.5282,0.5157,279.8593
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,5,297,148,"(265, 98, 65, 100)",6500,0.4935,0.2985,0.4977,1.0,0.148,0.5385,0.477,148.0089
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,6,327,96,"(317, 88, 21, 16)",336,0.4938,0.2985,0.5135,1.0,0.0959,0.5123,0.2143,95.9225
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,7,106,98,"(94, 88, 25, 20)",500,0.4853,0.2985,0.4995,1.0,0.0599,0.5121,0.239,59.9098
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,8,125,81,"(120, 76, 11, 11)",121,0.4625,0.2985,0.5015,0.879,0.0667,0.5073,0.1758,66.7185
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,9,234,103,"(213, 74, 43, 59)",2537,0.4951,0.2985,0.5298,1.0,0.0518,0.5291,0.525,51.7889
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,10,319,76,"(315, 70, 9, 12)",108,0.4832,0.3016,0.4954,0.9722,0.0981,0.5035,0.1944,98.0758
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,11,378,135,"(346, 61, 65, 148)",9620,0.4829,0.2985,0.4738,1.0,0.1261,0.5341,0.3639,126.0507
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,12,450,114,"(418, 47, 65, 134)",8710,0.4901,0.2985,0.4991,1.0,0.1095,0.5286,0.3187,109.4893
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,13,462,7,"(454, 0, 17, 14)",238,0.4906,0.2985,0.5043,1.0,0.0967,0.5047,0.2931,96.6943
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,14,254,22,"(240, 0, 28, 45)",1260,0.4843,0.2985,0.4979,1.0,0.0555,0.5096,0.3833,55.5277
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,1,268,285,"(245, 270, 46, 31)",1426,0.4662,0.2791,0.4744,1.0,0.0245,0.5074,0.7831,24.501
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,2,351,228,"(336, 223, 31, 10)",310,0.4955,0.2944,0.4956,1.0,0.1897,0.5101,0.2812,189.7485
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,3,396,223,"(389, 220, 14, 7)",98,0.4633,0.2791,0.4648,1.0,0.029,0.5039,0.3057,28.9749
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,4,297,147,"(265, 98, 65, 99)",6435,0.4923,0.2985,0.4948,1.0,0.147,0.5387,0.4802,146.9728
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,5,327,96,"(317, 88, 20, 16)",320,0.4919,0.2985,0.5039,1.0,0.1108,0.5124,0.221,110.8353
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,6,106,98,"(94, 88, 25, 20)",500,0.4856,0.2985,0.5004,1.0,0.0598,0.5124,0.2373,59.823
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,7,125,81,"(120, 76, 11, 11)",121,0.4625,0.2985,0.5015,0.879,0.0667,0.5073,0.1758,66.7185
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,8,234,103,"(213, 74, 43, 59)",2537,0.4951,0.2985,0.5298,1.0,0.052,0.5292,0.525,51.9714
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,9,379,135,"(348, 61, 63, 148)",9324,0.4818,0.2985,0.4707,1.0,0.126,0.5271,0.3751,125.9663
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,10,462,7,"(454, 0, 17, 14)",238,0.4906,0.2985,0.5043,1.0,0.0967,0.5047,0.2931,96.6943
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,11,254,22,"(240, 0, 28, 45)",1260,0.4843,0.2985,0.4979,1.0,0.0555,0.5096,0.3833,55.5277
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,1,353,434,"(349, 422, 9, 25)",225,0.8098,0.9715,0.485,1.0,1.0,0.5024,0.3835,1002.6191
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,2,12,200,"(0, 185, 24, 30)",720,0.549,0.3179,0.5029,1.0,0.6173,0.5053,0.6103,617.3402
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,3,50,204,"(29, 174, 43, 60)",2580,0.5092,0.3127,0.515,1.0,0.1952,0.5138,0.4859,195.1584
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,4,312,126,"(294, 115, 37, 23)",851,0.6538,0.7372,0.5501,1.0,0.0322,0.501,0.8962,32.227
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,5,202,85,"(197, 68, 11, 34)",374,0.4873,0.2985,0.5102,1.0,0.0426,0.4992,0.4556,42.5672
