Saffron Detection Run — 20260526_095617
Mode            : real
Scenes          : 1111
Total detected  : 6236
Mean detected   : 5.6
Mean avg score  : 0.4153
Highest score   : 0.7666
Best scene      : Image_151_jpg.rf.spV9r9WrtXpibKOiJoFo.jpg
Threshold       : 0.45
Ensemble weights: RF=0.35, CNN=0.35, HSV=0.2, Depth=0.1

Scene                             Det   AvgScore   MaxScore
  Image_140_jpg.rf.Slc3QMk0OqW      0     0.0000     0.0000
  Image_141_jpg.rf.ni5cZFE4NmW      9     0.6520     0.7466
  Image_142_jpg.rf.y4CHTtI6ZZw      1     0.4580     0.4580
  Image_143_jpg.rf.kTlQ1Ng0OYi      1     0.4851     0.4851
  Image_144_jpg.rf.jvJzGg5Npao      0     0.0000     0.0000
  Image_145_jpg.rf.Bkrti4cBNdj      1     0.5051     0.5051
  Image_146_jpg.rf.SFDE7joghml      2     0.5608     0.5731
  Image_147_jpg.rf.0ObOLmbo8kC      2     0.5877     0.6055
  Image_148_jpg.rf.MtqxdZ5CMCs      7     0.5057     0.5352
  Image_149_jpg.rf.ZdJSVGJdqhC      1     0.5072     0.5072
  Image_14_jpg.rf.ehPRFk4J6seb      0     0.0000     0.0000
  Image_150_jpg.rf.M97gRHcPskN     13     0.5617     0.6526
  Image_151_jpg.rf.spV9r9WrtXp     47     0.5644     0.6111
  Image_152_jpg.rf.DW6uvb1xgq0      1     0.5569     0.5569
  Image_153_jpg.rf.BAALrGntehK     20     0.6723     0.7151
  Image_154_jpg.rf.3ZMwsHLPlwF      0     0.0000     0.0000
  Image_155_jpg.rf.ST5Tqojx883      2     0.5607     0.5699
  Image_156_jpg.rf.y2wjGqwGi7J      0     0.0000     0.0000
  Image_157_jpg.rf.1Cq4R4UGIHv      3     0.5399     0.5778
  Image_158_jpg.rf.ecWDu0q9rGt      1     0.5918     0.5918
  Image_159_jpg.rf.wSbDGELQOQ7      2     0.5519     0.6335
  Image_15_jpg.rf.OvOxW6zz53Qp      4     0.5876     0.6120
  Image_162_jpg.rf.yUQ84eFTqs6      0     0.0000     0.0000
  Image_164_jpg.rf.kuFqHoxps1M      0     0.0000     0.0000
  Image_166_jpg.rf.XPzfgXFnDop      0     0.0000     0.0000
  Image_167_jpg.rf.MyMNMHommcC      3     0.5649     0.5736
  Image_168_jpg.rf.uLPwoI2B0kk     17     0.5217     0.5741
  Image_169_jpg.rf.ggubZ3lyn5q      0     0.0000     0.0000
  Image_170_jpg.rf.LGw47Jirt7I      0     0.0000     0.0000
  Image_171_jpg.rf.HQZ54VkNdRU      0     0.0000     0.0000
  Image_175_jpg.rf.DdTNjjamWcb      0     0.0000     0.0000
  Image_176_jpg.rf.xesUBjlDMMK      1     0.6112     0.6112
  Image_179_jpg.rf.wxygTRdYO03     10     0.5592     0.6250
  Image_180_jpg.rf.oMpfWrAou7K      0     0.0000     0.0000
  Image_183_jpg.rf.3HO1hQ0SyOT     20     0.5665     0.6741
  Image_184_jpg.rf.vjfq6s8WXdb      5     0.5099     0.5632
  Image_185_jpeg.rf.dwxAVnlq8b      4     0.6519     0.7097
  Image_186_jpeg.rf.ZSxGWOwOuQ      1     0.7636     0.7636
  Image_187_jpeg.rf.TiyNJ4LfaL      4     0.5278     0.5454
  Image_188_jpeg.rf.C65t7LAorG      0     0.0000     0.0000
  Image_18_jpg.rf.usFw676F2MBA      0     0.0000     0.0000
  Image_190_jpg.rf.n365YMJxvzH      2     0.5172     0.5339
  Image_192_jpg.rf.NSNrUGsot62      4     0.5316     0.5426
  Image_19_jpg.rf.t7JDYRW2yrkB      1     0.4948     0.4948
  Image_1_jpg.rf.gD9dzMKnzFQzr      1     0.4535     0.4535
  Image_21_jpg.rf.o2ayPYpM69ty      5     0.5103     0.5672
  Image_23_png.rf.hWWVEyFDB38l      0     0.0000     0.0000
  Image_25_jpg.rf.aqiILRfL3tuI      0     0.0000     0.0000
  Image_26_jpg.rf.YZxCt7z44opW      0     0.0000     0.0000
  Image_27_jpg.rf.r0JOO5SzaEdO      3     0.5304     0.5581
  Image_28_jpg.rf.8gHCiQGJUD5U      4     0.5776     0.6113
  Image_29_jpg.rf.VN3BcILHKoey      0     0.0000     0.0000
  Image_2_jpg.rf.toh0DLHBhMdjK     10     0.5205     0.5446
  Image_30_jpg.rf.yrLsPn66Erh6      4     0.5807     0.6504
  Image_31_jpg.rf.1vLr8eSZ2pxI      4     0.5674     0.6457
  Image_32_jpg.rf.RZSkQGVkk8We      5     0.6121     0.7113
  Image_33_jpg.rf.241sTsfBOrQK      8     0.5214     0.5627
  Image_35_jpg.rf.dUEj4O40emFR      0     0.0000     0.0000
  Image_36_jpg.rf.fnSHzQWmbZWS     26     0.6204     0.6878
  Image_37_jpg.rf.2doXht8Hnoft      8     0.5225     0.5516
  Image_39_jpg.rf.w902xaqiEQdZ      1     0.5209     0.5209
  Image_44_jpg.rf.1pRepM76cR1q      2     0.5523     0.5528
  Image_48_jpg.rf.bhcJZsKEhY32      0     0.0000     0.0000
  Image_49_jpg.rf.1rJoDLWhawyS      2     0.4520     0.4533
  Image_4_jpg.rf.XfEqsH3GY7y7H      1     0.4535     0.4535
  Image_50_jpg.rf.pI0uvxZBQTeU      2     0.5553     0.5581
  Image_51_jpg.rf.vCAGwnPcaKM0      0     0.0000     0.0000
  Image_52_jpg.rf.uv5p088Sqorb      3     0.6325     0.7215
  Image_53_jpg.rf.LFoiY7c7h3MQ      6     0.5734     0.6064
  Image_54_jpg.rf.dhcvambmtkLa     19     0.6220     0.7265
  Image_55_jpg.rf.nwKrZV8MbMam      3     0.5168     0.6122
  Image_56_jpg.rf.uqCS51CN4wqj     40     0.5684     0.6562
  Image_57_jpg.rf.6FmR5uzRPXWG     14     0.5267     0.6316
  Image_58_jpg.rf.FR6Xg5WbuHzy      7     0.5956     0.6317
  Image_59_jpg.rf.7RYvHldg2nzx      4     0.5429     0.5843
  Image_5_jpg.rf.54SzRrjIeThNI      6     0.4973     0.5365
  Image_60_jpg.rf.u2gPTif2eqE9      6     0.5883     0.6876
  Image_61_jpg.rf.y8Z48ld2GEBT      9     0.6229     0.7349
  Image_62_jpg.rf.IymscFev6WtC      2     0.4913     0.4978
  Image_63_png.rf.tGRzccDEQOLH      8     0.5483     0.5907
  Image_64_jpg.rf.LCGykKX0paWN      0     0.0000     0.0000
  Image_65_jpg.rf.53yC1r3n9j6y      5     0.5410     0.6134
  Image_66_jpg.rf.DpWmagKArgwT      0     0.0000     0.0000
  Image_67_jpg.rf.OSPZTDKSbJqv      1     0.5580     0.5580
  Image_68_jpg.rf.l9aBlIA48dLB      1     0.5777     0.5777
  Image_69_jpg.rf.PVldWnedl7ux      0     0.0000     0.0000
  Image_6_jpg.rf.D3OJWaTLDuN7S      0     0.0000     0.0000
  Image_70_jpg.rf.cQn3NhZy1mT5      1     0.5220     0.5220
  Image_72_jpg.rf.M0Vdx6wBGtwb     22     0.5404     0.5887
  Image_73_jpg.rf.owqHgE3tESo9      1     0.6391     0.6391
  Image_74_jpg.rf.ow9gicGAwVsn      3     0.6061     0.6154
  Image_75_jpg.rf.lZeDQMmJPOB9      2     0.5136     0.5478
  Image_77_jpg.rf.4gnIpBpZ5IUT      6     0.5306     0.5788
  Image_78_jpg.rf.xjJ0NJhgdkIY     17     0.4883     0.6480
  Image_79_jpg.rf.nN4FptNMqyT8      3     0.5467     0.6043
  Image_7_jpg.rf.VusjWGOBbJQYA     25     0.5409     0.6079
  Image_80_jpg.rf.bKWEe5HCRikI     25     0.5767     0.7002
  Image_81_jpg.rf.32nwhMNp0Rbt      5     0.5187     0.5454
  Image_82_jpg.rf.pVeDURFrd0Ls      1     0.4598     0.4598
  Image_83_jpg.rf.HQizh8HfNFSW      1     0.5530     0.5530
  Image_84_jpg.rf.Zi4P8kDunpve      1     0.5104     0.5104
  Image_85_jpg.rf.hUW5PZFveHvE      8     0.4705     0.5115
  Image_86_jpg.rf.ucKcPON2jlBm      2     0.5700     0.5704
  Image_87_jpg.rf.PJWIGSFcD5QZ     11     0.5497     0.6183
  Image_88_jpg.rf.KdgKOCbfrmOu      0     0.0000     0.0000
  Image_8_jpg.rf.I5oi9GdhigCdM     18     0.5554     0.6731
  Image_90_jpg.rf.RfvVQVoWLM2N      0     0.0000     0.0000
  Image_91_jpg.rf.F2Nn36Y4fwaT      4     0.5840     0.5919
  Image_92_jpg.rf.Of3lo3RFQLAO      2     0.5501     0.5923
  Image_93_jpg.rf.qyUtj8W0BL9B     18     0.5509     0.5874
  Image_94_jpg.rf.Fy6LPeYvz4CL      4     0.5587     0.5861
  Image_95_jpg.rf.SiKeIrCcvJDw      8     0.5610     0.6083
  Image_96_jpg.rf.KTVPUT18ftuu      0     0.0000     0.0000
  Image_97_jpg.rf.NkdipCVKyocW      0     0.0000     0.0000
  Image_9_jpg.rf.hTPePfzHQZhu5     20     0.5923     0.6900
  Is_Saffron_More_Expensive_Th      1     0.4887     0.4887
  Pure_Saffron_webp.rf.UUkUQ7b      2     0.5707     0.5746
  Saffron-crocus-bloom-stigmas      6     0.5246     0.5388
  Saffron_Flower_2_pixabay_098     16     0.5069     0.5561
  Saffron_Plant_saffron_crocus      6     0.5005     0.5229
  U0WCfc2XbOtFjZUQFDfa6oYEaWMS      4     0.6067     0.6407
  V0rJjvdQrA4Y02ZlTJFW9rHHMnMk      2     0.5863     0.5976
  XB055_450x_webp.rf.3RlwtoNOL      2     0.4943     0.5336
  Z-CRO-08_jpg.rf.4jFdazbO22gG      2     0.5134     0.5138
  a-purple-saffron-flower-croc      0     0.0000     0.0000
  a-single-tender-saffron-flow      9     0.5256     0.6614
  a0d36be568d662c4869ce5469fd8      0     0.0000     0.0000
  a2e79a8e6629c59adfd4bc2cbe46      7     0.5147     0.5674
  abcdef1.jpg                      15     0.5549     0.6397
  abcdef2.jpg                       5     0.6586     0.6968
  abcdef3.jpg                       0     0.0000     0.0000
  abcdef4.jpg                      10     0.5861     0.6808
  abcdef5.jpg                       8     0.5254     0.5596
  acd8f9e8821defeaa18850c312f2     29     0.5168     0.5821
  adc9666bce53bef67d5412ff3b86      5     0.4952     0.5290
  autumn-crocus-3661690__340_j      0     0.0000     0.0000
  autumn-crocus-5626735__340_j      2     0.4962     0.4979
  autumn-crocus-5626735__340_j      2     0.4962     0.4979
  b1254d7be60fecece97817291c1a      0     0.0000     0.0000
  b1a122f41058b231ffbbb460a4dd      4     0.5380     0.5569
  b2af22f730fe920c428bcb733be8      0     0.0000     0.0000
  b3569950fc8a4c8afa048e025b0e      5     0.5064     0.5190
  b5a2db04bd33e701efd8f047d40e      2     0.5671     0.6221
  b6330ed4-9307-4dec-bba4-2539      4     0.5203     0.5413
  ba887462b31cfa4b0a2a0ad6461b      0     0.0000     0.0000
  bafc56e0039cd58877583828253c      0     0.0000     0.0000
  bb7b49c76accc879c47cf359028d      0     0.0000     0.0000
  bc0e33e9623ce11796ffde89ee68      0     0.0000     0.0000
  bc2e4395e299d54fb1703e684aa1      0     0.0000     0.0000
  beautiful-saffron-flowers-fi      5     0.5236     0.5332
  c7204c4d1406d33686d699215011      4     0.5067     0.5122
  c9236ccb74aa4b671b9b6fe7352a      0     0.0000     0.0000
  close-up-saffron-flowers-flo      1     0.5482     0.5482
  crocus-4073076__340_jpg.rf.k      4     0.5093     0.5518
  crocus-4073076__340_jpg.rf.o      4     0.5093     0.5518
  crocus-4878623__340_jpg.rf.1     22     0.5848     0.6992
  crocus-4878623__340_jpg.rf.R     20     0.5735     0.6990
  crocus-4878639__340_jpg.rf.n     23     0.5282     0.6982
  crocus-4878639__340_jpg.rf.y     23     0.5281     0.6982
  crocus-4896815__340--1-_jpg.     38     0.5468     0.6967
  crocus-4896815__340--1-_jpg.     41     0.5476     0.6965
  crocus-4918148__340_jpg.rf.9     42     0.5647     0.6541
  crocus-675490__340_jpg.rf.PB      0     0.0000     0.0000
  crocus-675490__340_jpg.rf.pv      0     0.0000     0.0000
  crocus-675492__340_jpg.rf.Hw      7     0.5087     0.5325
  crocus-675492__340_jpg.rf.Px      7     0.5082     0.5318
  crocus-sativus-saffron-crocu      3     0.5136     0.5525
  crocussativus_jpg.rf.kdjMopD      6     0.4825     0.5403
  d05da2d47493b44d41047e0a12cd      8     0.5613     0.6479
  d4e7266e9d0572647f4d25862aa1      5     0.5803     0.6620
  d7cc4c1a7f04af4aee901fdb5ebe      0     0.0000     0.0000
  d8ec9a5aec3dff998e4a555653a6      0     0.0000     0.0000
  depositphotos_4160941-stock-      0     0.0000     0.0000
  depositphotos_424504712-stoc      2     0.4926     0.4937
  depositphotos_4321438-stock-      0     0.0000     0.0000
  depositphotos_4557488-stock-      0     0.0000     0.0000
  depositphotos_57308167-stock     20     0.4893     0.5471
  depositphotos_57846159-stock      0     0.0000     0.0000
  dfagdf_jpg.rf.bnkIe0G57yf9hg      1     0.5227     0.5227
  dfc9f15e563b3396beff52dc42b4      0     0.0000     0.0000
  dffdgfdg_jpg.rf.Zc8RddZbuzmz      1     0.5354     0.5354
  dfgdfg_jpg.rf.F0lvKqv1N0JIcb      0     0.0000     0.0000
  dfgfdgdf_jpg.rf.0E01j3l3luDh      0     0.0000     0.0000
  dgbf_jpg.rf.ykqMxVUj7GQhwbM9     11     0.5580     0.6254
  dghn_jpg.rf.qdc4KZ7gJsDftCEd      2     0.4599     0.4690
  dghnbfxv_jpg.rf.jASFnIbHG1Qp      0     0.0000     0.0000
  dghnf_jpg.rf.oqWKlIEX0TJJxr7      3     0.5597     0.6219
  dghnfbxv_jpg.rf.kptm9L2G0P9G      0     0.0000     0.0000
  dhgn_jpg.rf.HsRhrJIUAAsPZ342      1     0.5674     0.5674
  dhgnfbx_jpg.rf.OMgcHMub2G3y2      8     0.5552     0.6064
  download--1-_jpg.rf.SEdt5ZIA      1     0.4674     0.4674
  download--10-_jpg.rf.kGuNN8g      1     0.4639     0.4639
  download--12-_jpg.rf.pKO33BH      1     0.5040     0.5040
  download--13-_jpg.rf.FJKwdC2      2     0.5758     0.5868
  download--14-_jpg.rf.kJfRQSt      3     0.5695     0.6529
  download--15-_jpg.rf.uOHmgZV      5     0.5407     0.5816
  download--16-_jpg.rf.LNeBFXJ     11     0.5279     0.5743
  download--17-_jpg.rf.mZFeSGZ     12     0.5851     0.6328
  download--18-_jpg.rf.NNjEgLN      0     0.0000     0.0000
  download--2-_jpg.rf.N6qknv8W      3     0.5567     0.5954
  download--21-_jpg.rf.FlUiNIm      0     0.0000     0.0000
  download--24-_jpg.rf.mApQw0g      2     0.5917     0.6517
  download--26-_jpg.rf.hqDRw6n      6     0.5551     0.6229
  download--28-_jpg.rf.qBMahJk      0     0.0000     0.0000
  download--8-_jpg.rf.AJzBMVLc      0     0.0000     0.0000
  download_webp.rf.rOmrQxhveTQ      2     0.4848     0.5155
  drtmsaffroncrocusa_webp.rf.y      3     0.5271     0.5459
  e174da79d2cebf1af28882909f40      0     0.0000     0.0000
  e3600af76276d89387e81207c36e      6     0.5391     0.6046
  e3c0b069ca73ffce30df030a9d01      1     0.5403     0.5403
  e5d5bec75b05a126b6ba85189fc1      3     0.5098     0.5438
  ea5fa6662837bec05a270b91531f      0     0.0000     0.0000
  ed80900a41c9212239685383d61b      4     0.5310     0.5531
  ergerg_jpg.rf.l6EB2WyZWN2mJN      1     0.5146     0.5146
  ergregr_jpg.rf.zv4JA76boXL2T      0     0.0000     0.0000
  f1d422b206952cbe2a6f3b5d1541      0     0.0000     0.0000
  f2ea4c26946a449b312421e2c749      2     0.5254     0.5360
  fdgdfda_jpg.rf.2YUcScO3zhkcj      0     0.0000     0.0000
  flower-4051007__340_jpg.rf.A      3     0.5251     0.5615
  flowers-6143044__340_jpg.rf.      7     0.5360     0.6290
  flowers-6143044__340_jpg.rf.      7     0.5396     0.6282
  gdagfg_jpg.rf.aQo62gaKh5HkJe      0     0.0000     0.0000
  gdfgdag_jpg.rf.fVcB2PLxWBts7     12     0.5319     0.5931
  gdhn_jpg.rf.H5G3cERCRIcZx9It      1     0.6037     0.6037
  ghdnbf_jpg.rf.TD45GVHfeH0LvY      2     0.5289     0.5949
  ghndbfvd_jpg.rf.DFeQHQ3U81HX      0     0.0000     0.0000
  gratis-png-azafran-de-otono-      0     0.0000     0.0000
  h44pxj3wids21_jpg.rf.g0TKhQg      1     0.6366     0.6366
  hdnf_jpg.rf.DPIWFppUEvLbXIMW      5     0.5728     0.6048
  hdngfb_jpg.rf.EOHCcK5NgimWoo      2     0.4990     0.5028
  hfgd_jpg.rf.bce2gPvErYYEqqPD      3     0.4955     0.5263
  hgdn_jpg.rf.j70LbB5juiWovFNe      3     0.5511     0.6103
  hgndf_jpg.rf.CIS5H1Z7qcHcp9T     13     0.5753     0.6270
  hrgfda_jpg.rf.I09g3WyEIsTTUy      1     0.5595     0.5595
  htygrs_jpg.rf.npn0IeJtDnAbzq      2     0.5525     0.5585
  iStock-1456843284-how-to-gro      1     0.5191     0.5191
  il_570xN-2999244286_mvac_web      0     0.0000     0.0000
  images---2022-08-07T114843-9      7     0.5116     0.5825
  images---2022-08-07T114844-0     21     0.6037     0.6809
  images---2022-08-07T114844-1      3     0.5502     0.5872
  images---2022-08-07T114844-2     18     0.5335     0.6275
  images---2022-08-07T114844-2     12     0.5908     0.6609
  images---2022-08-07T114844-2      1     0.5381     0.5381
  images---2022-08-07T114844-3      2     0.6094     0.6424
  images---2022-08-07T114844-3      5     0.5986     0.6532
  images---2022-08-07T114844-3      1     0.5067     0.5067
  images---2022-08-07T114844-4     10     0.5657     0.6265
  images---2022-08-07T114844-4      1     0.4766     0.4766
  images---2022-08-07T114844-4      0     0.0000     0.0000
  images---2022-08-07T114844-5      0     0.0000     0.0000
  images---2022-08-07T114844-6      2     0.5734     0.5827
  images---2022-08-07T114844-6      5     0.5418     0.6086
  images---2022-08-07T114844-7      2     0.5504     0.5830
  images---2022-08-07T114844-7     12     0.5835     0.6317
  images---2022-08-07T114844-7      7     0.5516     0.6288
  images---2022-08-07T114844-8      4     0.5643     0.6297
  images---2022-08-07T114844-8      0     0.0000     0.0000
  images---2022-08-07T114844-9      2     0.5941     0.6400
  images---2022-08-07T114844-9     10     0.5530     0.6351
  images---2022-08-07T114844-9      2     0.5710     0.5798
  images---2022-08-07T114845-0      5     0.5127     0.5228
  images---2022-08-07T114845-1      1     0.5008     0.5008
  images---2022-08-07T114845-1      5     0.5276     0.6133
  images---2022-08-07T114845-1     30     0.6267     0.7124
  images---2022-08-07T114845-2      1     0.4857     0.4857
  images---2022-08-07T114845-2      0     0.0000     0.0000
  images---2022-08-07T114845-2      1     0.5113     0.5113
  images---2022-08-07T114845-3     14     0.5567     0.6149
  images---2022-08-07T114845-4      0     0.0000     0.0000
  images---2022-08-07T114845-4      2     0.5260     0.5280
  images---2022-08-07T114845-5      8     0.5644     0.6227
  images---2022-08-07T114845-5      0     0.0000     0.0000
  images---2022-08-07T114845-6      3     0.5806     0.6181
  images---2022-08-07T114845-7      0     0.0000     0.0000
  images---2022-08-07T114845-8      9     0.5602     0.5998
  images---2022-08-07T114845-8      3     0.5991     0.6832
  images---2022-08-07T114845-8      1     0.4829     0.4829
  images---2022-08-07T114845-9      3     0.5382     0.5836
  images---2022-08-07T114845-9      1     0.4926     0.4926
  images---2022-08-07T114846-0     11     0.5858     0.6487
  images---2022-08-07T114846-0      4     0.5387     0.5663
  images---2022-08-07T114846-1      4     0.5666     0.6631
  images---2022-08-07T114846-1      3     0.5503     0.6254
  images---2022-08-07T114846-2      2     0.5199     0.5422
  images---2022-08-07T114846-3      2     0.5267     0.5689
  images---2022-08-07T114846-3      5     0.4940     0.5375
  images---2022-08-07T114846-4     28     0.6636     0.7102
  images---2022-08-07T114846-5      4     0.4959     0.5741
  images---2022-08-07T114846-5      1     0.4893     0.4893
  images---2022-08-07T114846-5      7     0.5387     0.5765
  images---2022-08-07T114846-6     14     0.4917     0.5619
  images---2022-08-07T114846-6      2     0.6092     0.6755
  images---2022-08-07T114846-7      3     0.4983     0.5468
  images---2022-08-07T114846-7      4     0.5102     0.5564
  images---2022-08-07T114846-8      0     0.0000     0.0000
  images---2022-08-07T114846-8      2     0.4919     0.5161
  images---2022-08-07T114846-9      4     0.5531     0.5955
  images---2022-08-07T114846-9     29     0.5939     0.6783
  images---2022-08-07T114846-9      0     0.0000     0.0000
  images---2022-08-07T114847-0     10     0.5158     0.5572
  images---2022-08-07T114847-0      0     0.0000     0.0000
  images---2022-08-07T114847-1      2     0.5440     0.5589
  images---2022-08-07T114847-1      5     0.4716     0.5028
  images---2022-08-07T114847-1      9     0.5324     0.5686
  images---2022-08-07T114847-2     20     0.5945     0.6695
  images---2022-08-07T114847-3      8     0.5803     0.6379
  images---2022-08-07T114847-4     41     0.5656     0.6372
  images---2022-08-07T114847-4      0     0.0000     0.0000
  images---2022-08-07T114847-5      2     0.5371     0.5394
  images---2022-08-07T114847-5      0     0.0000     0.0000
  images---2022-08-07T114847-5      1     0.4587     0.4587
  images---2022-08-07T114847-6      2     0.5390     0.5490
  images---2022-08-07T114847-7     25     0.5512     0.6120
  images---2022-08-07T114847-8     15     0.5735     0.6885
  images---2022-08-07T114847-9      4     0.6269     0.6838
  images---2022-08-07T114848-1      6     0.5231     0.5360
  images---2022-08-07T114848-1      3     0.4784     0.4982
  images---2022-08-07T114848-2      4     0.5700     0.6474
  images---2022-08-07T114848-2      0     0.0000     0.0000
  images---2022-08-07T114848-3      0     0.0000     0.0000
  images---2022-08-07T114848-3      2     0.5181     0.5371
  images---2022-08-07T114848-4      4     0.4937     0.5365
  images---2022-08-07T114848-4      0     0.0000     0.0000
  images---2022-08-07T114848-5      8     0.5363     0.6092
  images---2022-08-07T114848-5      5     0.4916     0.5840
  images---2022-08-07T114848-5     16     0.6141     0.6832
  images---2022-08-07T114848-6      5     0.5973     0.6424
  images---2022-08-07T114848-6     15     0.5280     0.5612
  images---2022-08-07T114848-6     13     0.5947     0.7124
  images---2022-08-07T114848-8     26     0.5173     0.5757
  images---2022-08-07T114848-8      1     0.5779     0.5779
  images---2022-08-07T114848-9      1     0.5313     0.5313
  images---2022-08-07T114849-0      0     0.0000     0.0000
  images---2022-08-07T114849-0     12     0.5880     0.6992
  images---2022-08-07T114849-0      2     0.5873     0.6097
  images---2022-08-07T114849-1     10     0.5066     0.5609
  images---2022-08-07T114849-1      0     0.0000     0.0000
  images---2022-08-07T114849-1      1     0.4792     0.4792
  images---2022-08-07T114849-2     27     0.5622     0.6508
  images---2022-08-07T114849-2      0     0.0000     0.0000
  images---2022-08-07T114849-3      2     0.6587     0.6714
  images---2022-08-07T114849-3     10     0.5224     0.6377
  images---2022-08-07T114849-4      7     0.5421     0.5894
  images---2022-08-07T114849-4      7     0.5666     0.6028
  images---2022-08-07T114849-4      3     0.6188     0.6966
  images---2022-08-07T114849-5     10     0.5213     0.5643
  images---2022-08-07T114849-6      0     0.0000     0.0000
  images---2022-08-07T114849-6      6     0.5258     0.6011
  images---2022-08-07T114849-7      9     0.5155     0.5633
  images---2022-08-07T114849-7      2     0.5440     0.5518
  images---2022-08-07T114849-7      5     0.4885     0.5557
  images---2022-08-07T114849-8      0     0.0000     0.0000
  images---2022-08-07T114849-8      0     0.0000     0.0000
  images---2022-08-07T114849-9      8     0.4996     0.5644
  images---2022-08-07T114849-9      1     0.4884     0.4884
  images---2022-08-07T114849-9      2     0.5626     0.6117
  images---2022-08-07T114850-0      0     0.0000     0.0000
  images---2022-08-07T114850-0      5     0.5365     0.6098
  images---2022-08-07T114850-0      1     0.5038     0.5038
  images---2022-08-07T114850-0     16     0.5221     0.6099
  images---2022-08-07T114850-1      0     0.0000     0.0000
  images---2022-08-07T114850-3      3     0.5275     0.5588
  images---2022-08-07T114850-3      3     0.5860     0.6355
  images---2022-08-07T114850-4      0     0.0000     0.0000
  images---2022-08-07T114850-4      2     0.4783     0.4798
  images---2022-08-07T114850-5      0     0.0000     0.0000
  images---2022-08-07T114850-5      0     0.0000     0.0000
  images---2022-08-07T114850-6      2     0.5224     0.5327
  images---2022-08-07T114850-7     25     0.5678     0.6238
  images---2022-08-07T114850-7      4     0.5942     0.6161
  images---2022-08-07T114850-7      3     0.5017     0.5121
  images---2022-08-07T114850-8      1     0.5415     0.5415
  images---2022-08-07T114850-8      2     0.5803     0.5907
  images---2022-08-07T114850-9      3     0.5168     0.5510
  images---2022-08-07T114850-9      1     0.5355     0.5355
  images---2022-08-07T114851-0      2     0.5901     0.6434
  images---2022-08-07T114851-1     26     0.5515     0.6977
  images---2022-08-07T114851-1     15     0.5351     0.5712
  images---2022-08-07T114851-1      1     0.6012     0.6012
  images---2022-08-07T114851-1      1     0.5077     0.5077
  images---2022-08-07T114851-2      6     0.4979     0.5205
  images---2022-08-07T114851-2      0     0.0000     0.0000
  images---2022-08-07T114851-3      8     0.5231     0.6202
  images---2022-08-07T114851-3      7     0.5036     0.5583
  images---2022-08-07T114851-4     20     0.5588     0.6827
  images---2022-08-07T114851-4      0     0.0000     0.0000
  images---2022-08-07T114851-5      0     0.0000     0.0000
  images---2022-08-07T114851-5     11     0.5343     0.5772
  images---2022-08-07T114851-6      1     0.5511     0.5511
  images---2022-08-07T114851-7      1     0.5940     0.5940
  images---2022-08-07T114851-7      4     0.5712     0.6066
  images---2022-08-07T114851-8      2     0.5151     0.5769
  images---2022-08-07T114851-9      9     0.5656     0.6219
  images---2022-08-07T114852-1      3     0.5093     0.5538
  images---2022-08-07T114852-1      6     0.5835     0.6322
  images---2022-08-07T114852-2      2     0.5269     0.5461
  images---2022-08-07T114852-3      5     0.5704     0.6355
  images---2022-08-07T114852-3      0     0.0000     0.0000
  images---2022-08-07T114852-4      2     0.5072     0.5108
  images---2022-08-07T114852-4      0     0.0000     0.0000
  images---2022-08-07T114852-4      1     0.5772     0.5772
  images---2022-08-07T114852-5      1     0.4928     0.4928
  images---2022-08-07T114852-6      2     0.5131     0.5224
  images---2022-08-07T114852-7      1     0.5678     0.5678
  images---2022-08-07T114852-7      3     0.5250     0.5389
  images---2022-08-07T114852-8     19     0.5734     0.6417
  images---2022-08-07T114852-9     21     0.5787     0.6970
  images---2022-08-07T114852-9      0     0.0000     0.0000
  images---2022-08-07T114853-0      6     0.5052     0.5269
  images---2022-08-07T114853-1      4     0.5409     0.5560
  images---2022-08-07T114853-1      4     0.5150     0.5459
  images---2022-08-07T114853-1      1     0.5018     0.5018
  images---2022-08-07T114853-2      0     0.0000     0.0000
  images---2022-08-07T114853-2      3     0.5498     0.6185
  images---2022-08-07T114853-2      3     0.5534     0.6032
  images---2022-08-07T114853-2     12     0.5526     0.6619
  images---2022-08-07T114853-3      4     0.5393     0.6553
  images---2022-08-07T114853-3      6     0.4786     0.5056
  images---2022-08-07T114853-4      1     0.4941     0.4941
  images---2022-08-07T114853-4      7     0.5111     0.5590
  images---2022-08-07T114853-5      1     0.5329     0.5329
  images---2022-08-07T114853-5      2     0.5153     0.5488
  images---2022-08-07T114853-5      0     0.0000     0.0000
  images---2022-08-07T114853-6     29     0.5621     0.6282
  images---2022-08-07T114853-6     15     0.5230     0.5912
  images---2022-08-07T114853-6      5     0.5298     0.5565
  images---2022-08-07T114853-7      0     0.0000     0.0000
  images---2022-08-07T114853-8      2     0.4685     0.4707
  images---2022-08-07T114853-9     13     0.6268     0.6803
  images---2022-08-07T114853-9      1     0.5879     0.5879
  images---2022-08-07T114853-9     12     0.5006     0.5870
  images---2022-08-07T114854-1      0     0.0000     0.0000
  images---2022-08-07T114854-1      0     0.0000     0.0000
  images---2022-08-07T114854-3      6     0.5354     0.5757
  images---2022-08-07T114854-3     17     0.5124     0.5595
  images---2022-08-07T114854-4      3     0.5111     0.5651
  images---2022-08-07T114854-4      1     0.5851     0.5851
  images---2022-08-07T114854-7      6     0.5114     0.5300
  images---2022-08-07T114854-8     17     0.5852     0.6534
