scene,det_id,cx,cy,x,y,w,h,area,score,rf,cnn,hsv,depth,hsv_frac,lap_var
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,14,147,282,141,276,12,13,156,0.5115,0.34,0.5188,1.0,0.1089,0.23,108.92
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,15,213,286,194,273,38,27,1026,0.537,0.27,0.5051,1.0,0.6574,0.2497,657.39
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,16,255,281,246,267,19,28,532,0.4768,0.26,0.5053,1.0,0.0894,0.2331,89.42
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,17,87,269,79,258,17,23,391,0.5159,0.35,0.5248,1.0,0.0968,0.3044,96.77
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,18,174,253,168,248,12,11,132,0.5233,0.26,0.5632,1.0,0.352,0.2138,351.95
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,19,312,261,287,245,51,33,1683,0.4768,0.28,0.4975,1.0,0.0466,0.3012,46.59
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,20,457,261,426,238,63,47,2961,0.495,0.32,0.5059,1.0,0.0592,0.4086,59.19
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,21,232,243,225,232,15,23,345,0.4593,0.19,0.5386,1.0,0.0425,0.291,42.52
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,22,144,237,133,224,22,27,594,0.4822,0.26,0.5515,0.9653,0.0506,0.1931,50.61
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,23,411,242,391,223,40,39,1560,0.4739,0.27,0.5021,1.0,0.037,0.4284,37.0
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,24,4,228,0,221,8,14,112,0.4887,0.31,0.4894,1.0,0.0892,0.2995,89.2
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,25,45,230,35,220,21,20,420,0.5034,0.33,0.5149,1.0,0.0773,0.2509,77.3
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,26,507,220,502,214,10,12,120,0.4658,0.25,0.5011,1.0,0.0294,0.4036,29.37
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,27,363,214,357,208,12,13,156,0.459,0.22,0.5122,1.0,0.0272,0.3533,27.19
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,28,21,209,16,203,10,13,130,0.4596,0.27,0.5015,0.9273,0.0414,0.1855,41.39
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,29,388,208,376,197,24,23,552,0.4574,0.22,0.5072,1.0,0.0294,0.4921,29.42
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,30,260,203,248,192,25,22,550,0.4511,0.2,0.5069,1.0,0.0372,0.2456,37.23
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,31,476,152,462,130,29,45,1305,0.4876,0.31,0.5064,1.0,0.019,0.294,19.02
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,32,306,114,301,107,10,14,140,0.477,0.3,0.4848,1.0,0.0233,0.2727,23.25
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,33,355,114,345,100,21,28,588,0.5503,0.48,0.5124,1.0,0.0293,0.3864,29.31
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,34,313,71,309,52,9,38,342,0.5482,0.49,0.4948,1.0,0.0348,0.2476,34.8
240_F_125787151_dCW6QpMab5zKS1Ei6aOmi9VhoC0yQY5u_jpg.rf.k4yZcKcQXqJWjOZJSJ38.jpg,35,488,51,481,39,14,24,336,0.4534,0.45,0.5172,0.5609,0.0272,0.1122,27.25
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,1,429,499,420,486,19,26,494,0.4663,0.59,0.5394,0.1411,0.4279,0.0282,427.93
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,2,453,487,447,479,12,17,204,0.474,0.58,0.534,0.1724,0.4962,0.0345,496.21
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,3,392,472,359,451,67,42,2814,0.511,0.6,0.478,0.368,0.6007,0.0736,600.71
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,4,501,417,490,399,22,37,814,0.6268,0.58,0.5079,1.0,0.4601,0.2522,460.07
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,5,108,416,70,373,76,86,6536,0.5848,0.37,0.563,1.0,0.5826,0.3966,582.59
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,6,499,383,486,372,26,23,598,0.6369,0.58,0.5449,0.9018,0.6287,0.1804,628.72
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,7,125,356,115,340,20,32,640,0.5769,0.37,0.506,1.0,0.703,0.4723,703.02
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,8,186,350,149,313,74,75,5550,0.5557,0.37,0.4951,1.0,0.529,0.3404,528.99
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,9,391,232,379,224,25,17,425,0.4995,0.33,0.5026,0.9133,0.2541,0.1827,254.09
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,10,258,242,241,211,35,63,2205,0.5297,0.34,0.5427,1.0,0.2071,0.3438,207.08
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,11,243,185,217,171,53,28,1484,0.5187,0.35,0.5272,1.0,0.1169,0.245,116.86
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,12,122,163,116,157,12,12,144,0.4722,0.28,0.5169,0.9375,0.0575,0.1875,57.53
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.Dn6H87Cd63sH8A1nORNL.jpg,13,441,159,432,154,18,11,198,0.5031,0.33,0.51,1.0,0.0908,0.2029,90.76
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,1,429,500,420,488,19,24,456,0.4548,0.57,0.5427,0.1505,0.3527,0.0301,352.72
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,2,453,487,447,479,12,17,204,0.4741,0.58,0.5338,0.1724,0.4975,0.0345,497.52
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,3,392,472,359,451,67,42,2814,0.5115,0.6,0.4817,0.3645,0.6002,0.0729,600.17
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,4,501,417,490,399,22,36,792,0.6242,0.58,0.4993,1.0,0.4643,0.2597,464.35
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,5,108,416,70,374,76,85,6460,0.5838,0.37,0.5582,1.0,0.5898,0.3967,589.76
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,6,499,383,486,372,26,23,598,0.6414,0.59,0.5425,0.9107,0.6286,0.1821,628.57
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,7,125,356,115,340,20,32,640,0.5734,0.37,0.496,1.0,0.7026,0.4602,702.62
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,8,186,350,149,313,74,75,5550,0.5557,0.37,0.4948,1.0,0.5297,0.3337,529.73
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,9,391,232,379,224,24,17,408,0.4895,0.32,0.5042,0.8764,0.2579,0.1753,257.88
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,10,258,247,241,213,35,68,2380,0.5234,0.32,0.5421,1.0,0.2161,0.3532,216.1
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,11,243,185,217,172,53,27,1431,0.5158,0.35,0.5186,1.0,0.1181,0.2446,118.09
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,12,122,163,116,158,12,11,132,0.4834,0.31,0.5162,0.942,0.0584,0.1884,58.43
240_F_125787324_OrwFI4uq8lFwgzwY53kP9huJxIe5ul49_jpg.rf.TqDn9FCyQAbLvmj3zyPE.jpg,13,440,159,432,154,16,11,176,0.5004,0.32,0.5108,1.0,0.0965,0.2065,96.52
240_F_126094061_qHAnDtHwM9EZsoVcXmjzkmTDxV6NnYAU_jpg.rf.JDSyzdDKWHFRkxWVtFcN.jpg,1,128,372,121,362,14,20,280,0.5783,0.33,0.4651,1.0,1.0,0.2993,1220.81
240_F_126096265_Z1SjGEEKauTdIJR0vvkF3u2ZSrnDtQpI_jpg.rf.vROHH3gfXncF8gi9IRy0.jpg,1,218,460,210,439,16,42,672,0.4798,0.27,0.5098,1.0,0.0684,0.3194,68.42
240_F_126096265_Z1SjGEEKauTdIJR0vvkF3u2ZSrnDtQpI_jpg.rf.vROHH3gfXncF8gi9IRy0.jpg,2,463,107,450,95,27,24,648,0.4702,0.22,0.5354,1.0,0.0581,0.4915,58.08
240_F_126096351_WczvcXoaoC7JGeAIQe1bAup1YTdWWctt_jpg.rf.4MRl84k7V027Orc2fytH.jpg,1,146,497,119,482,54,30,1620,0.5462,0.5,0.4818,1.0,0.0256,0.2096,25.57
240_F_126096351_WczvcXoaoC7JGeAIQe1bAup1YTdWWctt_jpg.rf.4MRl84k7V027Orc2fytH.jpg,2,416,319,373,230,86,178,15308,0.537,0.35,0.5779,1.0,0.1226,0.554,122.63
240_F_126096351_WczvcXoaoC7JGeAIQe1bAup1YTdWWctt_jpg.rf.4MRl84k7V027Orc2fytH.jpg,3,384,225,375,218,19,15,285,0.4647,0.26,0.4817,1.0,0.0506,0.5293,50.58
240_F_126096351_WczvcXoaoC7JGeAIQe1bAup1YTdWWctt_jpg.rf.zN2zbj8kFeofEfZ75PdL.jpg,1,146,497,119,482,54,30,1620,0.5462,0.5,0.4818,1.0,0.0256,0.2096,25.57
240_F_126096351_WczvcXoaoC7JGeAIQe1bAup1YTdWWctt_jpg.rf.zN2zbj8kFeofEfZ75PdL.jpg,2,416,319,373,230,86,178,15308,0.5359,0.35,0.5746,1.0,0.1225,0.5544,122.54
240_F_126096351_WczvcXoaoC7JGeAIQe1bAup1YTdWWctt_jpg.rf.zN2zbj8kFeofEfZ75PdL.jpg,3,384,225,375,218,19,15,285,0.4647,0.26,0.4817,1.0,0.0506,0.5293,50.58
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,1,501,498,491,491,21,15,315,0.6322,0.62,0.5061,1.0,0.3802,0.3361,380.21
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,2,472,488,468,481,9,14,126,0.5664,0.41,0.5138,0.9707,0.489,0.1941,488.96
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,3,165,419,160,411,11,16,176,0.5035,0.29,0.5079,1.0,0.242,0.4239,241.97
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,4,215,413,205,403,20,20,400,0.453,0.56,0.541,0.2686,0.1394,0.0537,139.44
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,5,403,382,351,361,105,42,4410,0.4659,0.29,0.4652,1.0,0.0161,0.3856,16.11
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,6,248,368,244,359,9,19,171,0.5555,0.5,0.5131,0.9754,0.0587,0.1951,58.74
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,7,280,350,269,343,22,15,330,0.522,0.41,0.498,1.0,0.0419,0.4967,41.93
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,8,466,304,449,287,34,34,1156,0.522,0.39,0.5283,1.0,0.0056,0.2372,5.59
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,9,354,295,340,279,28,32,896,0.4979,0.33,0.5175,1.0,0.0127,0.3369,12.75
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,10,496,283,487,266,18,35,630,0.5359,0.46,0.4978,1.0,0.0066,0.4688,6.58
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.TFTkEetPgYqwMKHTsrJr.jpg,11,406,171,393,166,26,11,286,0.4918,0.26,0.5451,1.0,0.1001,0.2128,100.15
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,1,501,498,491,491,21,15,315,0.6322,0.62,0.5061,1.0,0.3802,0.3361,380.21
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,2,472,488,468,481,9,14,126,0.5664,0.41,0.5138,0.9707,0.489,0.1941,488.96
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,3,165,419,160,411,11,16,176,0.5035,0.29,0.5079,1.0,0.242,0.4239,241.97
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,4,215,413,205,403,20,20,400,0.453,0.56,0.541,0.2686,0.1394,0.0537,139.44
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,5,403,382,351,361,105,42,4410,0.4658,0.29,0.4648,1.0,0.0161,0.3857,16.1
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,6,249,368,244,359,10,19,190,0.5339,0.5,0.5016,0.8871,0.0595,0.1774,59.54
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,7,280,350,269,343,22,15,330,0.522,0.41,0.498,1.0,0.0419,0.4967,41.93
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,8,466,304,449,287,34,34,1156,0.522,0.39,0.5283,1.0,0.0056,0.2372,5.59
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,9,354,295,340,279,28,32,896,0.4979,0.33,0.5175,1.0,0.0127,0.3369,12.75
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,10,496,283,487,266,18,35,630,0.5359,0.46,0.4978,1.0,0.0066,0.4688,6.58
240_F_126931469_6QzVesVxLbyP3Ccsq89LgSZoEyxHVyrS_jpg.rf.grsKMK9JJ91u9hgr2NKh.jpg,11,406,171,393,166,26,11,286,0.4899,0.26,0.5422,0.9954,0.1005,0.1991,100.49
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,1,106,98,93,86,27,24,648,0.4653,0.27,0.47,1.0,0.063,0.2137,63.04
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,2,234,101,211,67,47,68,3196,0.4737,0.25,0.519,1.0,0.0458,0.4403,45.79
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,3,462,7,453,0,19,15,285,0.4534,0.2,0.4999,1.0,0.0849,0.2611,84.92
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.f24dLYKy2gudjgx2VxoR.jpg,4,249,31,228,0,42,62,2604,0.4582,0.25,0.4742,1.0,0.0472,0.2516,47.24
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,1,106,98,93,86,27,24,648,0.4634,0.27,0.4645,1.0,0.0631,0.2123,63.12
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,2,234,101,211,67,47,68,3196,0.4736,0.25,0.5186,1.0,0.0459,0.4403,45.94
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,3,462,7,453,0,19,15,285,0.4534,0.2,0.4999,1.0,0.0849,0.2611,84.92
240_F_128165250_wuTWoJghKsLkFTdHjlUteKiZlbkxJrQ6_jpg.rf.p5Fz1n2gvhZkT5pMYKIf.jpg,4,249,31,228,0,42,62,2604,0.4582,0.25,0.4742,1.0,0.0472,0.2516,47.24
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,1,480,506,474,501,13,11,143,0.6811,0.62,0.484,1.0,0.9465,0.5976,946.52
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,2,196,504,190,499,12,10,120,0.6369,0.62,0.512,1.0,0.4072,0.2807,407.23
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,3,66,502,53,493,27,19,513,0.6385,0.59,0.5614,1.0,0.3553,0.3005,355.29
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,4,507,497,502,482,10,30,300,0.6712,0.6,0.5442,1.0,0.7075,0.3507,707.5
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,5,121,497,96,482,50,30,1500,0.5635,0.4,0.523,1.0,0.4044,0.2576,404.43
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,6,276,485,269,478,14,15,210,0.5723,0.44,0.4757,1.0,0.5179,0.5071,517.93
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,7,166,489,148,467,36,45,1620,0.5792,0.43,0.4916,1.0,0.5666,0.4322,566.64
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,8,214,471,203,459,23,24,552,0.6561,0.57,0.5342,1.0,0.6962,0.4548,696.18
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,9,275,461,264,453,23,16,368,0.6277,0.62,0.4698,1.0,0.4626,0.351,462.6
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,10,185,450,180,444,10,13,130,0.6534,0.43,0.5798,1.0,1.0,0.54,1144.59
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,11,134,454,129,442,11,25,275,0.6634,0.61,0.5461,0.9518,0.6837,0.1904,683.74
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,12,203,442,195,431,17,23,391,0.697,0.62,0.5142,1.0,1.0,0.4108,1109.03
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,13,91,435,87,429,9,12,108,0.6077,0.38,0.4992,1.0,1.0,0.3988,1069.76
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,14,213,418,204,411,19,14,266,0.6936,0.62,0.5046,1.0,1.0,0.4839,1720.52
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,15,449,407,440,403,19,9,171,0.6191,0.39,0.5218,1.0,1.0,0.4992,1788.48
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,16,433,390,425,382,16,16,256,0.6252,0.4,0.5293,1.0,1.0,0.5383,1494.75
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,17,456,381,448,373,17,16,272,0.6205,0.41,0.5056,1.0,1.0,0.6527,1460.64
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,18,232,382,221,368,22,29,638,0.7173,0.6,0.5923,1.0,1.0,0.2956,1556.75
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,19,289,382,283,365,12,34,408,0.6739,0.57,0.4983,1.0,1.0,0.4375,1427.48
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,20,332,363,322,352,20,22,440,0.6758,0.45,0.6237,1.0,1.0,0.3888,1122.99
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,21,485,362,470,345,31,34,1054,0.6209,0.4,0.5169,1.0,1.0,0.5905,1037.73
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,22,464,342,460,334,8,16,128,0.6197,0.41,0.5034,1.0,1.0,0.5786,1271.4
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,23,442,333,438,325,9,16,144,0.6878,0.62,0.488,1.0,1.0,0.4711,1287.17
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,24,405,325,398,315,15,20,300,0.6071,0.42,0.507,1.0,0.8269,0.4248,826.89
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,25,426,309,411,300,31,18,558,0.6747,0.61,0.5179,1.0,0.7988,0.3961,798.84
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,26,480,306,448,277,64,58,3712,0.6307,0.62,0.4606,1.0,0.5255,0.5543,525.48
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,27,451,279,439,272,25,14,350,0.6457,0.62,0.5262,1.0,0.4454,0.4615,445.36
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,28,63,148,57,127,13,43,559,0.538,0.39,0.5426,1.0,0.1165,0.2269,116.51
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,29,405,138,396,122,18,32,576,0.5777,0.39,0.5691,1.0,0.4203,0.4015,420.31
240_F_134447713_A1Ys1wvWqNoMP1xSf88B4K09iPcnnG0n_jpg.rf.eb8tGHtQcQOK4rOlnBOh.jpg,30,136,125,128,116,16,18,288,0.4954,0.26,0.5704,1.0,0.0477,0.4,47.69
